Strike,OptionType,Open Int,Volume,Bid,Ask,Last,IV,Delta,Gamma,Vega,Theta,Moneyness,Expiry
51.0,Call,640,0,0,0,0.0,31.680000000000003,0,0,0,0,0,2026-09-18
51.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-09-18
52.0,Call,2366,0,0,0,0.22,329.0,0,0,0,0,0,2026-09-18
52.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-09-18
53.0,Call,536,0,0,0,0.0,29.349999999999998,0,0,0,0,0,2026-09-18
53.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-09-18
54.0,Call,918,0,0,0,0.14,34.53,0,0,0,0,0,2026-09-18
54.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-09-18
55.0,Call,161,0,0,0,0.09,35.709999999999994,0,0,0,0,0,2026-09-18
55.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-09-18
