Strike,OptionType,Open Int,Volume,Bid,Ask,Last,IV,Delta,Gamma,Vega,Theta,Moneyness,Expiry
45.0,Put,139,0,0,0,5.55,50.71,0,0,0,0,0,2026-06-18
46.0,Call,59605,9,0,0,0.05,29.89,0,0,0,0,0,2026-06-18
46.0,Put,84,0,0,0,6.5,50.71,0,0,0,0,0,2026-06-18
47.0,Call,4322,17,0,0,0.05,32.78,0,0,0,0,0,2026-06-18
47.0,Put,28,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-18
48.0,Call,43108,400,0,0,0.03,32.84,0,0,0,0,0,2026-06-18
48.0,Put,50,0,0,0,9.23,49.51,0,0,0,0,0,2026-06-18
49.0,Call,1601,5,0,0,0.01,30.64,0,0,0,0,0,2026-06-18
49.0,Put,12,0,0,0,0.0,50.42,0,0,0,0,0,2026-06-18
50.0,Call,22337,100,0,0,0.02,35.79,0,0,0,0,0,2026-06-18
50.0,Put,21,0,0,0,0.0,56.410000000000004,0,0,0,0,0,2026-06-18
51.0,Call,109592,100,0,0,0.02,38.080000000000005,0,0,0,0,0,2026-06-18
51.0,Put,21,0,0,0,0.0,56.97,0,0,0,0,0,2026-06-18
52.0,Call,5396,0,0,0,0.02,37.08,0,0,0,0,0,2026-06-18
52.0,Put,0,0,0,0,0.0,56.97,0,0,0,0,0,2026-06-18
53.0,Call,1291,0,0,0,0.02,54.85,0,0,0,0,0,2026-06-18
53.0,Put,0,0,0,0,0.0,54.0,0,0,0,0,0,2026-06-18
54.0,Call,217,0,0,0,0.0,7.55,0,0,0,0,0,2026-06-18
54.0,Put,0,0,0,0,0.0,64.59,0,0,0,0,0,2026-06-18
55.0,Call,15064,0,0,0,0.0,86.82,0,0,0,0,0,2026-06-18
55.0,Put,0,0,0,0,0.0,67.49000000000001,0,0,0,0,0,2026-06-18
