Strike,OptionType,Open Int,Volume,Bid,Ask,Last,IV,Delta,Gamma,Vega,Theta,Moneyness,Expiry
35.0,Put,0,0,0,0,0.0,27.51,0,0,0,0,0,2026-06-12
35.0,Call,3,0,0,0,5.05,45.28,0,0,0,0,0,2026-06-12
35.5,Call,1,0,0,0,4.6,42.13,0,0,0,0,0,2026-06-12
35.5,Put,1,0,0,0,0.0,34.150000000000006,0,0,0,0,0,2026-06-12
36.0,Call,0,0,0,0,0.0,44.24,0,0,0,0,0,2026-06-12
36.0,Put,1,0,0,0,0.36,28.389999999999997,0,0,0,0,0,2026-06-12
36.5,Call,0,0,0,0,0.0,43.97,0,0,0,0,0,2026-06-12
36.5,Put,0,359,0,0,0.5,28.23,0,0,0,0,0,2026-06-12
37.0,Put,0,1,0,0,0.66,28.42,0,0,0,0,0,2026-06-12
37.5,Call,0,0,0,0,0.0,36.44,0,0,0,0,0,2026-06-12
37.5,Put,0,0,0,0,0.0,28.37,0,0,0,0,0,2026-06-12
38.0,Call,0,0,0,0,0.0,33.12,0,0,0,0,0,2026-06-12
38.0,Put,15,0,0,0,0.81,26.85,0,0,0,0,0,2026-06-12
38.5,Call,1,0,0,0,1.94,382.0,0,0,0,0,0,2026-06-12
38.5,Put,0,10,0,0,1.2,26.25,0,0,0,0,0,2026-06-12
39.0,Call,103,3,0,0,1.26,32.74,0,0,0,0,0,2026-06-12
39.0,Put,1,0,0,0,0.0,24.02,0,0,0,0,0,2026-06-12
39.5,Call,0,0,0,0,0.0,35.15,0,0,0,0,0,2026-06-12
39.5,Put,5,0,0,0,1.36,19.509999999999998,0,0,0,0,0,2026-06-12
40.0,Call,4,0,0,0,0.0,28.93,0,0,0,0,0,2026-06-12
40.0,Put,12,0,0,0,1.65,20.18,0,0,0,0,0,2026-06-12
40.5,Call,21,0,0,0,0.96,34.13,0,0,0,0,0,2026-06-12
40.5,Put,0,0,0,0,0.0,24.68,0,0,0,0,0,2026-06-12
41.0,Call,69,22,0,0,0.51,30.42,0,0,0,0,0,2026-06-12
41.0,Put,1,0,0,0,2.54,50.71,0,0,0,0,0,2026-06-12
41.5,Call,0,0,0,0,0.0,34.02,0,0,0,0,0,2026-06-12
41.5,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-12
42.0,Call,2,0,0,0,0.0,33.81,0,0,0,0,0,2026-06-12
42.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-12
42.5,Call,26,0,0,0,0.52,34.71,0,0,0,0,0,2026-06-12
42.5,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-12
43.0,Call,1,0,0,0,0.43,35.120000000000005,0,0,0,0,0,2026-06-12
43.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-12
43.5,Call,1,0,0,0,0.0,43.46,0,0,0,0,0,2026-06-12
43.5,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-12
44.0,Call,0,0,0,0,0.0,406.0,0,0,0,0,0,2026-06-12
44.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-12
44.5,Call,0,0,0,0,0.0,55.43,0,0,0,0,0,2026-06-12
44.5,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-12
45.0,Call,0,0,0,0,0.0,47.81,0,0,0,0,0,2026-06-12
45.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-12
46.0,Call,0,0,0,0,0.0,476.0,0,0,0,0,0,2026-06-12
46.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-12
47.0,Call,0,0,0,0,0.0,58.78,0,0,0,0,0,2026-06-12
47.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-12
48.0,Call,0,0,0,0,0.0,67.28,0,0,0,0,0,2026-06-12
48.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-12
50.0,Call,0,0,0,0,0.0,74.69,0,0,0,0,0,2026-06-12
50.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-12
