Strike,OptionType,Open Int,Volume,Bid,Ask,Last,IV,Delta,Gamma,Vega,Theta,Moneyness,Expiry
39.0,Put,284,4,0,0,4.56,29.970000000000002,0,0,0,0,0,2027-01-15
40.0,Call,26140,11,0,0,3.7,38.57,0,0,0,0,0,2027-01-15
40.0,Put,1078,0,0,0,5.05,29.48,0,0,0,0,0,2027-01-15
41.0,Call,35602,311,0,0,3.3,38.129999999999995,0,0,0,0,0,2027-01-15
41.0,Put,444,3,0,0,5.66,28.389999999999997,0,0,0,0,0,2027-01-15
42.0,Call,21407,2,0,0,3.07,37.22,0,0,0,0,0,2027-01-15
42.0,Put,5078,8,0,0,6.39,28.67,0,0,0,0,0,2027-01-15
43.0,Call,4430,0,0,0,3.29,37.68,0,0,0,0,0,2027-01-15
43.0,Put,0,0,0,0,0.0,27.29,0,0,0,0,0,2027-01-15
44.0,Call,1436,0,0,0,2.9,37.26,0,0,0,0,0,2027-01-15
44.0,Put,130,0,0,0,0.0,25.83,0,0,0,0,0,2027-01-15
45.0,Call,7115,226,0,0,2.05,36.88,0,0,0,0,0,2027-01-15
45.0,Put,482,2,0,0,8.31,24.740000000000002,0,0,0,0,0,2027-01-15
46.0,Call,996,10,0,0,1.87,372.0,0,0,0,0,0,2027-01-15
46.0,Put,2,0,0,0,0.0,24.45,0,0,0,0,0,2027-01-15
47.0,Call,309,2,0,0,1.58,36.25,0,0,0,0,0,2027-01-15
47.0,Put,1,0,0,0,9.3,22.35,0,0,0,0,0,2027-01-15
48.0,Call,9072,239,0,0,1.35,35.64,0,0,0,0,0,2027-01-15
48.0,Put,2,0,0,0,0.0,20.36,0,0,0,0,0,2027-01-15
49.0,Call,111,0,0,0,1.57,36.09,0,0,0,0,0,2027-01-15
49.0,Put,0,0,0,0,0.0,16.72,0,0,0,0,0,2027-01-15
50.0,Call,1532,58,0,0,1.11,36.17,0,0,0,0,0,2027-01-15
50.0,Put,482,0,0,0,0.0,50.71,0,0,0,0,0,2027-01-15
51.0,Call,36,0,0,0,1.01,35.29,0,0,0,0,0,2027-01-15
51.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2027-01-15
52.0,Call,235,0,0,0,1.1,35.44,0,0,0,0,0,2027-01-15
52.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2027-01-15
53.0,Call,201,0,0,0,0.0,35.22,0,0,0,0,0,2027-01-15
53.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2027-01-15
54.0,Call,22,0,0,0,0.77,34.57,0,0,0,0,0,2027-01-15
54.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2027-01-15
55.0,Call,1346,13,0,0,0.54,35.010000000000005,0,0,0,0,0,2027-01-15
55.0,Put,1,0,0,0,0.0,50.71,0,0,0,0,0,2027-01-15
60.0,Call,98,0,0,0,0.38,35.160000000000004,0,0,0,0,0,2027-01-15
60.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2027-01-15
