Strike,OptionType,Open Int,Volume,Bid,Ask,Last,IV,Delta,Gamma,Vega,Theta,Moneyness,Expiry
25.0,Put,0,0,0,0,0.0,87.92999999999999,0,0,0,0,0,2026-06-26
25.0,Call,0,0,0,0,0.0,84.34,0,0,0,0,0,2026-06-26
27.0,Put,0,0,0,0,0.0,104.03,0,0,0,0,0,2026-06-26
27.0,Call,0,0,0,0,0.0,99.29,0,0,0,0,0,2026-06-26
28.0,Put,0,0,0,0,0.0,96.37,0,0,0,0,0,2026-06-26
28.0,Call,0,0,0,0,0.0,82.21000000000001,0,0,0,0,0,2026-06-26
29.0,Put,0,0,0,0,0.0,89.05999999999999,0,0,0,0,0,2026-06-26
29.0,Call,0,0,0,0,0.0,75.46000000000001,0,0,0,0,0,2026-06-26
30.0,Call,0,0,0,0,0.0,65.98,0,0,0,0,0,2026-06-26
30.0,Put,0,0,0,0,0.0,72.88,0,0,0,0,0,2026-06-26
31.0,Call,0,0,0,0,0.0,62.38,0,0,0,0,0,2026-06-26
31.0,Put,0,0,0,0,0.0,62.470000000000006,0,0,0,0,0,2026-06-26
32.0,Call,0,0,0,0,0.0,55.989999999999995,0,0,0,0,0,2026-06-26
32.0,Put,0,0,0,0,0.0,49.519999999999996,0,0,0,0,0,2026-06-26
33.0,Call,0,0,0,0,0.0,54.04,0,0,0,0,0,2026-06-26
33.0,Put,0,0,0,0,0.0,49.84,0,0,0,0,0,2026-06-26
33.5,Put,0,0,0,0,0.0,37.940000000000005,0,0,0,0,0,2026-06-26
33.5,Call,0,0,0,0,0.0,52.76,0,0,0,0,0,2026-06-26
34.0,Call,0,0,0,0,0.0,50.029999999999994,0,0,0,0,0,2026-06-26
34.0,Put,0,0,0,0,0.0,40.88,0,0,0,0,0,2026-06-26
34.5,Call,0,0,0,0,0.0,47.85,0,0,0,0,0,2026-06-26
34.5,Put,0,0,0,0,0.0,35.03,0,0,0,0,0,2026-06-26
35.0,Call,0,0,0,0,0.0,46.72,0,0,0,0,0,2026-06-26
35.0,Put,0,2,0,0,0.45,31.069999999999997,0,0,0,0,0,2026-06-26
35.5,Call,0,0,0,0,0.0,42.57,0,0,0,0,0,2026-06-26
35.5,Put,0,0,0,0,0.0,30.009999999999998,0,0,0,0,0,2026-06-26
36.0,Call,0,0,0,0,0.0,36.76,0,0,0,0,0,2026-06-26
36.0,Put,0,3,0,0,0.67,30.28,0,0,0,0,0,2026-06-26
36.5,Put,0,1,0,0,0.74,28.42,0,0,0,0,0,2026-06-26
36.5,Call,0,0,0,0,0.0,37.35,0,0,0,0,0,2026-06-26
37.0,Call,0,0,0,0,0.0,31.380000000000003,0,0,0,0,0,2026-06-26
37.0,Put,0,0,0,0,0.0,30.14,0,0,0,0,0,2026-06-26
37.5,Call,0,0,0,0,0.0,35.68,0,0,0,0,0,2026-06-26
37.5,Put,0,1,0,0,1.07,27.58,0,0,0,0,0,2026-06-26
38.0,Call,0,0,0,0,0.0,32.629999999999995,0,0,0,0,0,2026-06-26
38.0,Put,0,1,0,0,1.34,28.439999999999998,0,0,0,0,0,2026-06-26
38.5,Call,0,0,0,0,0.0,31.680000000000003,0,0,0,0,0,2026-06-26
38.5,Put,15,0,0,0,1.57,27.77,0,0,0,0,0,2026-06-26
39.0,Call,10,0,0,0,1.9,33.910000000000004,0,0,0,0,0,2026-06-26
39.0,Put,0,0,0,0,0.0,24.29,0,0,0,0,0,2026-06-26
39.5,Call,0,0,0,0,0.0,33.81,0,0,0,0,0,2026-06-26
39.5,Put,0,0,0,0,0.0,23.96,0,0,0,0,0,2026-06-26
40.0,Call,25,7,0,0,1.25,34.93,0,0,0,0,0,2026-06-26
40.0,Put,0,0,0,0,0.0,25.080000000000002,0,0,0,0,0,2026-06-26
40.5,Call,0,1,0,0,0.84,30.070000000000004,0,0,0,0,0,2026-06-26
40.5,Put,0,0,0,0,0.0,27.060000000000002,0,0,0,0,0,2026-06-26
41.0,Call,0,0,0,0,0.0,31.28,0,0,0,0,0,2026-06-26
41.0,Put,0,0,0,0,0.0,29.24,0,0,0,0,0,2026-06-26
41.5,Call,0,2,0,0,0.56,29.49,0,0,0,0,0,2026-06-26
41.5,Put,0,0,0,0,0.0,22.36,0,0,0,0,0,2026-06-26
42.0,Call,12,22,0,0,0.44,28.970000000000002,0,0,0,0,0,2026-06-26
42.0,Put,0,0,0,0,0.0,21.87,0,0,0,0,0,2026-06-26
42.5,Call,0,0,0,0,0.0,29.880000000000003,0,0,0,0,0,2026-06-26
42.5,Put,0,0,0,0,0.0,40.53,0,0,0,0,0,2026-06-26
43.0,Call,5,0,0,0,0.59,323.0,0,0,0,0,0,2026-06-26
43.0,Put,0,0,0,0,0.0,16.09,0,0,0,0,0,2026-06-26
43.5,Call,0,0,0,0,0.0,33.629999999999995,0,0,0,0,0,2026-06-26
43.5,Put,0,0,0,0,0.0,25.779999999999998,0,0,0,0,0,2026-06-26
44.0,Call,0,1,0,0,0.29,26.32,0,0,0,0,0,2026-06-26
44.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-26
44.5,Call,0,0,0,0,0.0,37.56,0,0,0,0,0,2026-06-26
44.5,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-26
45.0,Call,0,0,0,0,0.0,36.730000000000004,0,0,0,0,0,2026-06-26
45.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-26
46.0,Call,0,0,0,0,0.0,49.11,0,0,0,0,0,2026-06-26
46.0,Put,0,0,0,0,0.0,31.790000000000003,0,0,0,0,0,2026-06-26
47.0,Call,0,0,0,0,0.0,51.28,0,0,0,0,0,2026-06-26
47.0,Put,0,0,0,0,0.0,33.29,0,0,0,0,0,2026-06-26
48.0,Call,0,0,0,0,0.0,50.370000000000005,0,0,0,0,0,2026-06-26
48.0,Put,0,0,0,0,0.0,34.33,0,0,0,0,0,2026-06-26
50.0,Call,0,0,0,0,0.0,60.12,0,0,0,0,0,2026-06-26
50.0,Put,0,0,0,0,0.0,44.04,0,0,0,0,0,2026-06-26
