Strike,OptionType,Open Int,Volume,Bid,Ask,Last,IV,Delta,Gamma,Vega,Theta,Moneyness,Expiry
33.0,Put,21226,107,0,0,1.89,34.36,0,0,0,0,0,2026-12-18
34.0,Put,22948,94,0,0,2.19,33.56,0,0,0,0,0,2026-12-18
34.0,Call,59697,0,0,0,7.61,45.190000000000005,0,0,0,0,0,2026-12-18
35.0,Call,57685,5,0,0,6.3,43.68,0,0,0,0,0,2026-12-18
35.0,Put,3763,10004,0,0,2.58,33.29,0,0,0,0,0,2026-12-18
36.0,Call,21785,0,0,0,5.85,43.09,0,0,0,0,0,2026-12-18
36.0,Put,796,0,0,0,2.74,32.06,0,0,0,0,0,2026-12-18
37.0,Call,45248,0,0,0,5.48,41.11,0,0,0,0,0,2026-12-18
37.0,Put,15026,0,0,0,3.15,32.48,0,0,0,0,0,2026-12-18
37.0,Put,15026,0,0,0,3.15,32.48,0,0,0,0,0,2026-12-18
38.0,Call,39245,346,0,0,4.5,40.43,0,0,0,0,0,2026-12-18
38.0,Put,16823,0,0,0,3.6,31.019999999999996,0,0,0,0,0,2026-12-18
39.0,Call,14898,25,0,0,4.1,40.550000000000004,0,0,0,0,0,2026-12-18
39.0,Put,389,0,0,0,4.1,30.09,0,0,0,0,0,2026-12-18
40.0,Call,126085,105,0,0,3.65,39.95,0,0,0,0,0,2026-12-18
40.0,Put,3642,0,0,0,4.65,30.349999999999998,0,0,0,0,0,2026-12-18
41.0,Call,24659,0,0,0,3.55,39.290000000000006,0,0,0,0,0,2026-12-18
41.0,Put,911,0,0,0,5.2,29.580000000000002,0,0,0,0,0,2026-12-18
42.0,Call,97508,0,0,0,3.15,39.019999999999996,0,0,0,0,0,2026-12-18
42.0,Put,776,0,0,0,5.8,28.18,0,0,0,0,0,2026-12-18
43.0,Call,13379,0,0,0,2.77,38.11,0,0,0,0,0,2026-12-18
43.0,Put,7143,0,0,0,6.45,27.54,0,0,0,0,0,2026-12-18
44.0,Call,5974,0,0,0,2.5,37.79,0,0,0,0,0,2026-12-18
44.0,Put,43,0,0,0,6.85,25.91,0,0,0,0,0,2026-12-18
45.0,Call,74320,2,0,0,1.94,37.64,0,0,0,0,0,2026-12-18
45.0,Put,11,0,0,0,7.49,28.139999999999997,0,0,0,0,0,2026-12-18
46.0,Call,16604,0,0,0,2.06,31.44,0,0,0,0,0,2026-12-18
46.0,Put,0,0,0,0,0.0,25.91,0,0,0,0,0,2026-12-18
47.0,Call,99184,0,0,0,1.6,36.44,0,0,0,0,0,2026-12-18
47.0,Put,0,0,0,0,0.0,23.76,0,0,0,0,0,2026-12-18
48.0,Call,1947,0,0,0,1.44,36.33,0,0,0,0,0,2026-12-18
48.0,Put,0,0,0,0,0.0,21.759999999999998,0,0,0,0,0,2026-12-18
49.0,Call,633,334,0,0,1.1,36.29,0,0,0,0,0,2026-12-18
49.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-12-18
50.0,Call,41844,4680,0,0,0.95,36.04,0,0,0,0,0,2026-12-18
50.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-12-18
51.0,Call,5107,5,0,0,0.83,35.97,0,0,0,0,0,2026-12-18
51.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-12-18
52.0,Call,16032,0,0,0,0.83,35.54,0,0,0,0,0,2026-12-18
52.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-12-18
53.0,Call,45,0,0,0,0.0,355.0,0,0,0,0,0,2026-12-18
53.0,Put,0,0,0,0,0.0,23.25,0,0,0,0,0,2026-12-18
54.0,Call,47,0,0,0,0.0,35.36,0,0,0,0,0,2026-12-18
54.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-12-18
55.0,Call,1593,103,0,0,0.47,35.58,0,0,0,0,0,2026-12-18
55.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-12-18
56.0,Call,49,0,0,0,0.0,37.05,0,0,0,0,0,2026-12-18
56.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-12-18
57.0,Call,483,0,0,0,0.43,33.08,0,0,0,0,0,2026-12-18
57.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-12-18
60.0,Call,9804,25,0,0,0.2,34.449999999999996,0,0,0,0,0,2026-12-18
60.0,Put,2,0,0,0,0.0,50.71,0,0,0,0,0,2026-12-18
