Strike,OptionType,Open Int,Volume,Bid,Ask,Last,IV,Delta,Gamma,Vega,Theta,Moneyness,Expiry
37.0,Call,2,0,0,0,0.0,37.64,0,0,0,0,0,2026-05-29
37.0,Put,385,65,0,0,0.4,29.609999999999996,0,0,0,0,0,2026-05-29
37.5,Call,0,1,0,0,1.99,41.25,0,0,0,0,0,2026-05-29
37.5,Put,9,0,0,0,0.42,27.96,0,0,0,0,0,2026-05-29
38.0,Call,10,0,0,0,2.46,33.98,0,0,0,0,0,2026-05-29
38.0,Put,334,16,0,0,0.67,27.229999999999997,0,0,0,0,0,2026-05-29
38.5,Call,122,3,0,0,1.08,30.61,0,0,0,0,0,2026-05-29
38.5,Put,375,0,0,0,0.7,22.99,0,0,0,0,0,2026-05-29
39.0,Call,54,1,0,0,0.88,31.509999999999998,0,0,0,0,0,2026-05-29
39.0,Put,124,2,0,0,1.16,269.0,0,0,0,0,0,2026-05-29
39.5,Call,12,302,0,0,0.62,29.49,0,0,0,0,0,2026-05-29
39.5,Put,23,0,0,0,1.1,22.79,0,0,0,0,0,2026-05-29
40.0,Call,18,7,0,0,0.48,30.009999999999998,0,0,0,0,0,2026-05-29
40.0,Put,121,1,0,0,1.85,27.750000000000004,0,0,0,0,0,2026-05-29
40.5,Call,24,700,0,0,0.36,30.209999999999997,0,0,0,0,0,2026-05-29
40.5,Put,13,2,0,0,2.08,21.13,0,0,0,0,0,2026-05-29
41.0,Call,502,1001,0,0,0.26,30.15,0,0,0,0,0,2026-05-29
41.0,Put,479,0,0,0,0.0,20.69,0,0,0,0,0,2026-05-29
41.5,Call,529,0,0,0,0.3,304.0,0,0,0,0,0,2026-05-29
41.5,Put,7,0,0,0,2.12,50.71,0,0,0,0,0,2026-05-29
42.0,Call,353,6,0,0,0.08,26.69,0,0,0,0,0,2026-05-29
42.0,Put,99,0,0,0,0.0,50.71,0,0,0,0,0,2026-05-29
42.5,Call,131,1,0,0,0.08,29.45,0,0,0,0,0,2026-05-29
42.5,Put,3,0,0,0,0.0,50.71,0,0,0,0,0,2026-05-29
43.0,Call,1528,0,0,0,0.11,29.67,0,0,0,0,0,2026-05-29
43.0,Put,9,0,0,0,0.0,50.71,0,0,0,0,0,2026-05-29
43.5,Call,1,0,0,0,0.0,40.23,0,0,0,0,0,2026-05-29
43.5,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-05-29
44.0,Call,3,0,0,0,0.13,49.57,0,0,0,0,0,2026-05-29
44.0,Put,19,0,0,0,4.8,50.71,0,0,0,0,0,2026-05-29
44.5,Call,764,0,0,0,0.06,38.629999999999995,0,0,0,0,0,2026-05-29
44.5,Put,1,0,0,0,0.0,50.71,0,0,0,0,0,2026-05-29
45.0,Call,505,0,0,0,0.11,52.190000000000005,0,0,0,0,0,2026-05-29
45.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-05-29
46.0,Call,955,0,0,0,0.06,58.85,0,0,0,0,0,2026-05-29
46.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-05-29
47.0,Call,2,0,0,0,0.0,70.99,0,0,0,0,0,2026-05-29
47.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-05-29
48.0,Call,1,0,0,0,0.0,69.63000000000001,0,0,0,0,0,2026-05-29
48.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-05-29
49.0,Call,0,0,0,0,0.0,7.44,0,0,0,0,0,2026-05-29
49.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-05-29
50.0,Call,0,0,0,0,0.0,86.05000000000001,0,0,0,0,0,2026-05-29
50.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-05-29
