Strike,OptionType,Open Int,Volume,Bid,Ask,Last,IV,Delta,Gamma,Vega,Theta,Moneyness,Expiry
39.5,Call,0,0,0,0,0.0,32.25,0,0,0,0,0,2026-06-05
39.5,Put,22,0,0,0,1.29,24.21,0,0,0,0,0,2026-06-05
40.0,Call,285,100,0,0,0.62,29.69,0,0,0,0,0,2026-06-05
40.0,Put,52,7,0,0,1.95,25.66,0,0,0,0,0,2026-06-05
40.5,Call,35,9,0,0,0.48,29.609999999999996,0,0,0,0,0,2026-06-05
40.5,Put,0,8,0,0,2.3,24.81,0,0,0,0,0,2026-06-05
41.0,Call,53,1,0,0,0.36,29.330000000000002,0,0,0,0,0,2026-06-05
41.0,Put,1,0,0,0,0.0,15.920000000000002,0,0,0,0,0,2026-06-05
41.5,Call,684,30,0,0,0.26,289.0,0,0,0,0,0,2026-06-05
41.5,Put,0,0,0,0,0.0,15.98,0,0,0,0,0,2026-06-05
42.0,Call,254,11,0,0,0.2,29.26,0,0,0,0,0,2026-06-05
42.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-05
42.5,Call,153,0,0,0,0.39,32.42,0,0,0,0,0,2026-06-05
42.5,Put,6,6,0,0,3.8,50.71,0,0,0,0,0,2026-06-05
43.0,Call,140,0,0,0,0.0,34.06,0,0,0,0,0,2026-06-05
43.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-05
43.5,Call,1,0,0,0,0.0,36.559999999999995,0,0,0,0,0,2026-06-05
43.5,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-05
44.0,Call,15,0,0,0,0.2,36.99,0,0,0,0,0,2026-06-05
44.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-05
44.5,Call,0,0,0,0,0.0,53.290000000000006,0,0,0,0,0,2026-06-05
44.5,Put,0,0,0,0,0.0,40.97,0,0,0,0,0,2026-06-05
45.0,Call,1,0,0,0,0.0,50.09,0,0,0,0,0,2026-06-05
45.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-05
45.5,Call,0,0,0,0,0.0,59.519999999999996,0,0,0,0,0,2026-06-05
45.5,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-05
46.0,Call,354,0,0,0,0.0,55.85,0,0,0,0,0,2026-06-05
46.0,Put,0,0,0,0,0.0,34.62,0,0,0,0,0,2026-06-05
47.0,Call,0,0,0,0,0.0,73.42999999999999,0,0,0,0,0,2026-06-05
47.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-05
48.0,Call,0,0,0,0,0.0,6.74,0,0,0,0,0,2026-06-05
48.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-05
50.0,Call,1,0,0,0,0.0,75.64999999999999,0,0,0,0,0,2026-06-05
50.0,Put,0,0,0,0,0.0,50.71,0,0,0,0,0,2026-06-05
