Strike,OptionType,Open Int,Volume,Bid,Ask,Last,IV,Delta,Gamma,Vega,Theta,Moneyness,Expiry
5700.0,Call,320,135,0,0,114.4,12.0,0,0,0,0,0,2026-09-01
