Strike,OptionType,Open Int,Volume,Bid,Ask,Last,IV,Delta,Gamma,Vega,Theta,Moneyness,Expiry
6750.0,Call,10,10,0,0,144.61,12.0,0,0,0,0,0,2027-08-02
