Strike,OptionType,Open Int,Volume,Bid,Ask,Last,IV,Delta,Gamma,Vega,Theta,Moneyness,Expiry
5750.0,Call,4700,4500,0,0,45.0,12.0,0,0,0,0,0,2026-10-01
5800.0,Call,1300,4500,0,0,40.5,12.0,0,0,0,0,0,2026-10-01
5750.0,Put,6450,4500,0,0,592.12,12.0,0,0,0,0,0,2026-10-01
5800.0,Put,500,4500,0,0,635.0,12.0,0,0,0,0,0,2026-10-01
