Strike,OptionType,Open Int,Volume,Bid,Ask,Last,IV,Delta,Gamma,Vega,Theta,Moneyness,Expiry
6000.0,Call,12400,20,0,0,73.75,12.0,0,0,0,0,0,2027-01-01
