Strike,OptionType,Open Int,Volume,Bid,Ask,Last,IV,Delta,Gamma,Vega,Theta,Moneyness,Expiry
5900.0,Call,760,760,0,0,216.494,12.0,0,0,0,0,0,2027-03-01
