Strike,OptionType,Open Int,Volume,Bid,Ask,Last,IV,Delta,Gamma,Vega,Theta,Moneyness,Expiry
4900.0,Call,85,170,0,0,505.764,12.0,0,0,0,0,0,2027-07-01
