Strike,OptionType,Open Int,Volume,Bid,Ask,Last,IV,Delta,Gamma,Vega,Theta,Moneyness,Expiry
4600.0,Put,1500,1500,0,0,0.3,12.0,0,0,0,0,0,2026-07-01
4625.0,Put,2250,2500,0,0,1.3,12.0,0,0,0,0,0,2026-07-01
4650.0,Put,1500,2000,0,0,2.5,12.0,0,0,0,0,0,2026-07-01
4675.0,Put,750,1000,0,0,3.95,12.0,0,0,0,0,0,2026-07-01
4700.0,Put,375,750,0,0,5.8,12.0,0,0,0,0,0,2026-07-01
5600.0,Call,820,50,0,0,5.0,12.0,0,0,0,0,0,2026-07-01
