Strike,OptionType,Open Int,Volume,Bid,Ask,Last,IV,Delta,Gamma,Vega,Theta,Moneyness,Expiry
5000.0,Call,15,15,0,0,117.0,12.0,0,0,0,0,0,2026-08-03
5250.0,Call,15,15,0,0,50.0,12.0,0,0,0,0,0,2026-08-03
5000.0,Put,15,15,0,0,101.0,12.0,0,0,0,0,0,2026-08-03
5250.0,Put,15,15,0,0,266.0,12.0,0,0,0,0,0,2026-08-03
