Strike,OptionType,Open Int,Volume,Bid,Ask,Last,IV,Delta,Gamma,Vega,Theta,Moneyness,Expiry
4400.0,Put,260,60,0,0,17.0,12.0,0,0,0,0,0,2027-02-01
4900.0,Put,60,60,0,0,106.0,12.0,0,0,0,0,0,2027-02-01
5800.0,Call,60,60,0,0,95.1,12.0,0,0,0,0,0,2027-02-01
