"Nome","Códigos","Bolsa","Último","Compra","Venda","Negociação Estendida","Negociação Estendida (%)","Abertura","Prévio","Máxima","Mínima","Variação","Var%","Vol.","Próximos Balanços","Hora","Valor de Mercado","Receita","Volume Médio (3m)","LPA","Relação P/L","Beta","Dividendo","Rendimento","5 minutos","15 minutos","30 minutos","Hora","5 horas","Diário","Semanal","Mensal","Diário","1 Semana","1 Mês","YTD","1 ano","3 anos"
"USD/CHF - Dólar Americano Franco Suíço","USD/CHF - Dólar Americano Franco Suíço","FX","0,7910","-","-","--","--","0,7883","0,7883","0,7925","0,7870","+0,0027","+0,34%","-","--","15:30:43","-","","-","-","-","-","-","-","Neutro","Neutro","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda Forte","0,34%","-0,29%","2,17%","-0,21%","-10,47%","-14,01%"
"USD/RUB - Dólar Americano Rublo Russo","USD/RUB - Dólar Americano Rublo Russo","FX","81,0000","80,8750","81,1250","--","--","80,7455","80,4955","83,5000","80,3250","+0,5045","+0,63%","-","--","14:24:34","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda","Venda Forte","Neutro","Compra Forte","Neutro","0,63%","-3,43%","5,37%","2,86%","-3,65%","4,82%"
"Minério de ferro refinado 62% Fe CFR Futuros","TIOc2","CME","106,41","-","-","--","--","106,41","108,51","106,41","106,41","-2,10","-1,94%","-","--","13:59:55","-","","-","-","-","-","-","-","Neutro","Neutro","Neutro","Neutro","Neutro","Compra Forte","Compra Forte","Compra Forte","-1,94%","-1,36%","7,71%","0,40%","3,50%","-10,94%"
"Minério de ferro refinado 62% Fe CFR Futuros","TIOc1","CME","106,02","-","-","--","--","106,02","106,10","106,02","106,02","-0,08","-0,08%","-","--","13:59:55","-","","-","-","-","-","-","-","Compra","Compra","Compra","Compra","Compra","Compra Forte","Compra Forte","Compra","-0,08%","0,45%","7,06%","-1,04%","3,69%","-15,86%"
"SGX MB Iron Ore 58% Futures","SM58Fc1","SGX","93,32","-","-","--","--","93,32","93,57","93,32","93,32","-0,25","-0,27%","-","--","23/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra Forte","-0,27%","0,18%","8,40%","-2,13%","4,49%","-20,36%"
"S&P/BMV IPC Futuros","IPCc1","MexDer","65.701,0","45,685.0","45,745.0","--","--","65.701,0","64.468,0","65.880,0","64.000,0","+1.233,0","+1,91%","-","--","","-","","-","-","-","-","-","-","","","","","","Venda Forte","Neutro","Compra Forte","1,91%","-0,20%","-8,39%","0,83%","24,18%","23,46%"
"South Africa Top 40",".JTOPI","JO","106.441,78","72,372.00","72,399.00","--","--","102.883,05","102.883,05","106.959,25","102.883,05","+3.558,73","+3,46%","179,223,247","--","","-","","153.917.264","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda","Neutro","Compra Forte","3,46%","0,52%","-10,14%","-1,42%","28,96%","53,86%"
"iShares MSCI South Africa ETF","EZA","NYSE","66,39","-","-","--","--","66,26","63,80","66,73","65,49","+2,59","+4,06%","61.048","--","15:30:43","810.260.000","10.160.000","403.051","13,73","4,84","0,771","4,2372","6,64%","Neutro","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda Forte","Venda","Compra Forte","4,12%","0,87%","-17,74%","-3,44%","37,94%","62,22%"
"XP Inc","XP.O","NASDAQ","19,94","-","-","--","--","19,65","19,22","20,38","19,61","+0,72","+3,75%","4,226,509","05.05.2026","","10.290.000.000","17.770.000.000","6.546.148","9,7191","10,62","1,26","0.18","0.99%","Venda","Neutro","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","3,38%","7,00%","-9,02%","21,38%","33,71%","81,96%"
"iShares MSCI South Korea ETF","EWY","NYSE","129,84","-","-","--","--","129,57","128,75","130,59","127,03","+1,09","+0,85%","15.445.401","--","15:30:36","16.940.000.000","76.080.000","18.506.799","4,31","21,39","1,21","2,0371","1,58%","Compra","Compra Forte","Compra","Venda","Venda Forte","Neutro","Compra Forte","Compra Forte","0,84%","-1,55%","-13,68%","33,54%","128,53%","117,51%"
"iShares MSCI Taiwan ETF","EWT","NYSE","72,54","-","-","--","--","72,17","70,74","72,73","71,65","+1,80","+2,54%","5.895.530","--","15:30:23","7.560.000.000","163.350.000","6.043.126","5,95","10,84","1,02","2,8162","3,98%","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","2,56%","1,70%","-4,71%","14,20%","46,54%","59,45%"
"Vanguard FTSE Emerging Markets Index Fund ETF Shares","VWO","NYSE","54,45","-","-","--","--","54,35","53,31","54,59","54,06","+1,14","+2,13%","6.286.413","--","15:30:40","137.920.000.000","3.280.000.000","13.279.964","9,25","6,06","0,562","4,13","7,75%","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Neutro","Venda","Compra Forte","2,14%","0,44%","-6,56%","1,28%","18,91%","37,12%"
"Vanguard Real Estate Index Fund ETF Shares","VNQ","NYSE","87,92","-","-","--","--","88,41","87,91","88,57","87,43","+0,01","+0,01%","3.427.432","--","15:30:30","62.800.000.000","1.890.000.000","4.189.703","7,10","12,71","1,04","3,7828","4,3%","Venda Forte","Neutro","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","-0,03%","-4,44%","-8,00%","-0,69%","-2,42%","11,54%"
"Canadá a 10 anos","CA10YT=RR","TSX","3,477","3,507","3,503","--","--","3,514","3,569","3,530","3,464","-0,092","-2,58%","-","--","15:30:07","-","","-","-","-","-","-","-","Neutro","Venda Forte","Venda Forte","Venda Forte","Venda","Compra","Compra Forte","Compra Forte","-2,55%","0,72%","9,54%","1,25%","11,10%","26,47%"
"State Street® Consumer Staples Select Sector SPDR® ETF","XLP","NYSE","81,50","-","-","--","--","81,47","81,11","81,63","80,51","+0,39","+0,48%","12.730.884","--","15:30:21","15.290.000.000","435.890.000","20.891.977","-2,85","-27,36","0,514","1,8196","2,24%","Compra","Compra Forte","Compra","Venda","Venda Forte","Venda Forte","Venda","Compra Forte","0,47%","-1,38%","-8,28%","4,92%","2,00%","11,69%"
"State Street® Utilities Select Sector SPDR® ETF","XLU","NYSE","45,38","-","-","--","--","45,49","45,09","45,65","45,24","+0,29","+0,64%","16.313.213.000000002","--","15:30:25","23.960.000.000","540.040.000","27.333.962","4,17","10,25","0,676","1,2398","2,75%","Venda Forte","Venda","Neutro","Neutro","Venda Forte","Venda","Compra Forte","Compra Forte","0,65%","-2,87%","-3,79%","6,32%","17,24%","38,19%"
"State Street Real Estate Select Sector SPDR ETF","XLRE.K","NYSE","40,32","-","-","--","--","40,53","40,29","40,58","40,09","+0,03","+0,06%","7.348.165","--","15:30:52","7.160.000.000","","9.681.777","-","-","-","1,0842","2,69%","Venda Forte","Neutro","Venda","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","0,02%","-4,09%","-7,63%","-0,12%","-2,96%","13,49%"
"State Street® Communication Services Select Sector SPDR® ETF","XLC","NYSE","111,42","-","-","--","--","111,91","111,13","112,52","110,85","+0,28","+0,26%","3.944.681","--","15:30:52","23.960.000.000","","7.602.267","-","-","-","1,4282","1,29%","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Compra Forte","0,35%","-1,88%","-4,46%","-5,27%","12,54%","96,86%"
"State Street® Industrial Select Sector SPDR® ETF","XLI","NYSE","165,64","-","-","--","--","166,00","164,00","166,32","164,32","+1,64","+1,00%","10.315.462","--","15:30:44","25.420.000.000","343.490.000","13.017.859","18,95","8,09","1,05","1,8128","1,11%","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Neutro","Neutro","Compra Forte","0,98%","0,26%","-6,28%","6,76%","23,96%","70,89%"
"State Street® Materials Select Sector SPDR® ETF","XLB","NYSE","49,36","-","-","--","--","49,00","48,45","49,44","48,67","+0,91","+1,87%","10.929.068","--","15:30:56","6.350.000.000","111.050.000","17.460.700","-3,50","-12,41","1,02","0,8331","1,72%","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Compra","Compra Forte","1,84%","1,77%","-6,91%","8,80%","13,84%","28,47%"
"Austrália a 10 anos","AU10YT=RR","ASX","4,944","5.005","4.983","--","--","4,927","4,958","4,944","4,915","-0,014","-0,28%","-","--","","-","","-","-","-","-","-","-","Compra","Neutro","Compra","Venda Forte","Venda Forte","Neutro","Compra Forte","Compra Forte","-0,28%","0,90%","4,95%","3,87%","10,60%","54,16%"
"NZD/USD - Dólar Neozelandês Dólar Americano","NZD/USD - Dólar Neozelandês Dólar Americano","FX","0,5819","-","-","--","--","0,5837","0,5837","0,5844","0,5804","-0,0018","-0,31%","-","--","15:30:39","-","","-","-","-","-","-","-","Neutro","Compra","Neutro","Neutro","Venda Forte","Venda Forte","Venda Forte","Venda","-0,31%","0,38%","-2,71%","1,04%","1,57%","-6,16%"
"iShares Silver Trust","SLV","NYSE","65,38","-","-","--","--","66,05","62,95","66,40","64,91","+2,43","+3,86%","29.988.599","--","15:30:25","34.660.000.000","","108.544.751","40,90","1,86","0,421","-","-","Venda Forte","Venda Forte","Neutro","Neutro","Venda Forte","Venda Forte","Neutro","Compra Forte","4,05%","-4,66%","-18,58%","1,68%","114,54%","208,67%"
"iShares 1-3 Year Treasury Bond ETF","SHY.O","NASDAQ","82,40","-","-","--","--","82,41","82,31","82,43","82,37","+0,09","+0,10%","3.397.413","--","15:29:56","24.620.000.000","947.100.000","4.979.884","3,31","25,00","0,049","2,9858","3,6%","Venda Forte","Venda","Neutro","Neutro","Venda Forte","Venda Forte","Venda Forte","Neutro","0,10%","-0,13%","-0,81%","-0,51%","-0,10%","-0,15%"
"iShares 7-10 Year Treasury Bond ETF","IEF.O","NASDAQ","95,29","-","-","--","--","95,30","94,86","95,40","95,14","+0,43","+0,45%","11.792.557","--","15:30:52","48.530.000.000","1.180.000.000","10.447.406","3,97","24,35","0,271","3,4613","3,58%","Venda Forte","Venda Forte","Neutro","Neutro","Venda Forte","Venda Forte","Venda Forte","Neutro","0,42%","-0,51%","-2,40%","-0,94%","0,90%","-4,64%"
"SPDR® Gold Shares","GLD","NYSE","418,33","-","-","--","--","419,88","404,13","420,66","415,60","+14,20","+3,51%","11.776.910","--","15:30:38","153.080.000.000","","19.006.634","154,31","3,03","0,135","-","-","Neutro","Compra Forte","Compra","Neutro","Venda Forte","Venda Forte","Neutro","Compra Forte","3,51%","-5,94%","-12,39%","5,55%","50,35%","127,78%"
"AUD/USD - Dólar Australiano Dólar Americano","AUD/USD - Dólar Australiano Dólar Americano","FX","0,6963","-","-","--","--","0,7010","0,6997","0,7025","0,6939","-0,0034","-0,49%","-","--","15:30:37","-","","-","-","-","-","-","-","Venda","Neutro","Neutro","Venda Forte","Venda Forte","Venda Forte","Compra Forte","Compra Forte","-0,49%","-0,88%","-2,00%","4,33%","10,58%","4,79%"
"State Street® SPDR® Dow Jones Industrial Average® ETF Trust","DIA","NYSE","464,71","-","-","--","--","465,88","461,17","467,24","461,81","+3,54","+0,77%","5.651.214","--","15:30:38","41.780.000.000","655.420.000","6.873.707","64,02","7,55","0,889","11,9244","2,59%","Neutro","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda Forte","Venda","Compra Forte","0,76%","0,36%","-6,10%","-3,31%","9,53%","44,16%"
"iShares 20+ Year Treasury Bond ETF","TLT.O","NASDAQ","86,72","-","-","--","--","86,77","86,01","86,88","86,48","+0,71","+0,83%","26.507.375","--","15:30:10","43.190.000.000","2.330.000.000","41.373.882","-6,06","-14,45","0,561","3,8478","4,36%","Neutro","Neutro","Neutro","Neutro","Venda","Venda Forte","Venda Forte","Venda Forte","0,80%","-0,29%","-3,95%","-0,53%","-2,77%","-18,86%"
"Invesco QQQ Trust","QQQ.O","NASDAQ","588,87","-","-","--","--","589,14","583,98","591,37","585,69","+4,89","+0,84%","48.231.808","--","15:30:33","377.280.000.000","2.430.000.000","62.622.605","112,06","5,61","1,17","2,9313","0,5%","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda Forte","Venda Forte","Venda","Compra Forte","0,87%","-0,98%","-3,31%","-4,11%","21,61%","89,57%"
"Itália a 10 anos","IT10YT=RR","BIT","3,838","3.838","3.834","--","--","3,997","3,835","3,997","3,820","+0,003","+0,08%","-","--","","-","","-","-","-","-","-","-","Neutro","Venda Forte","Venda Forte","Venda Forte","Venda","Compra Forte","Compra Forte","Compra Forte","0,08%","2,42%","16,11%","9,29%","-1,37%","-4,30%"
"Reino Unido a 10 anos","GB10YT=RR","LON","4,8470","4,9050","4,8940","--","--","4,9570","4,8390","4,9630","4,8120","+0,0080","+0,17%","-","--","14:58:45","-","","-","-","-","-","-","-","Compra Forte","Neutro","Neutro","Venda","Neutro","Compra Forte","Compra Forte","Compra Forte","0,17%","2,32%","13,46%","8,34%","2,47%","46,37%"
"Alemanha a 10 anos","DE10YT=RR","ETR","2,9631","2,9630","2,9620","--","--","2,9973","2,9540","3,0012","2,9448","+0,0091","+0,31%","-","--","15:30:39","-","","-","-","-","-","-","-","Neutro","Neutro","Neutro","Venda Forte","Venda","Compra Forte","Compra Forte","Compra Forte","0,30%","0,70%","9,81%","3,52%","6,22%","39,57%"
"iShares China Large-Cap ETF","FXI","NYSE","35,99","-","-","--","--","35,94","35,34","36,10","35,78","+0,66","+1,85%","23.001.178","--","15:30:39","5.850.000.000","172.660.000","35.290.757","8,87","4,32","0,275","0,9248","2,62%","Venda Forte","Compra","Compra","Compra Forte","Venda","Venda Forte","Venda Forte","Neutro","1,90%","-0,52%","-3,69%","-5,95%","-0,72%","24,90%"
"State Street® Consumer Discretionary Select Sector SPDR® ETF","XLY","NYSE","110,92","-","-","--","--","111,27","109,68","111,91","110,10","+1,24","+1,13%","6.610.896","--","15:30:38","21.870.000.000","207.830.000","11.239.220","19,80","5,96","1,24","0,8625","0,79%","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda Forte","Venda Forte","Compra","1,15%","0,34%","-5,21%","-7,08%","9,19%","56,73%"
"State Street® Health Care Select Sector SPDR® ETF","XLV","NYSE","146,31","-","-","--","--","145,89","144,79","146,69","145,35","+1,52","+1,05%","13.986.095","--","15:30:30","38.540.000.000","658.690.000","14.193.717","-14,22","-10,55","0,616","2,3787","1,64%","Venda","Compra Forte","Compra Forte","Compra","Venda Forte","Venda Forte","Venda Forte","Compra Forte","1,04%","-0,58%","-7,07%","-5,50%","1,07%","14,92%"
"State Street® Energy Select Sector SPDR® ETF","XLE","NYSE","60,75","-","-","--","--","60,42","60,84","61,00","60,26","-0,09","-0,15%","33.012.600.999999996","--","15:30:37","42.200.000.000","1.010.000.000","55.804.501","2,05","22,33","0,608","1,5407","2,53%","Compra Forte","Neutro","Neutro","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","-0,22%","3,90%","10,28%","35,79%","29,47%","55,89%"
"State Street® Financial Select Sector SPDR® ETF","XLF","NYSE","49,38","-","-","--","--","49,60","49,28","49,95","48,99","+0,10","+0,19%","27.444.266","--","15:30:12","48.140.000.000","767.140.000","53.932.750","8,63","6,37","0,952","1,006","2,04%","Venda Forte","Neutro","Venda","Neutro","Venda","Venda Forte","Venda Forte","Neutro","0,17%","0,82%","-5,96%","-9,86%","-1,81%","59,31%"
"State Street® Technology Select Sector SPDR® ETF","XLK","NYSE","137,17","-","-","--","--","137,40","136,15","138,00","136,28","+1,02","+0,75%","10.448.651","--","15:30:39","85.960.000.000","544.210.000","19.331.740","28,39","5,21","1,24","0,67","0,49%","Compra","Compra Forte","Compra Forte","Compra","Venda","Venda Forte","Neutro","Compra Forte","0,77%","-0,55%","-2,70%","-4,70%","28,54%","88,00%"
"CBOE Gold Volatitity",".GVZ","CBOE","41,90","-","-","--","--","42,62","16,45","42,68","40,30","-1,46","-3,37%","-","--","","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra Forte","-3,37%","42,42%","26,70%","75,17%","178,59%","109,92%"
"CBOE Crude Oil Volatility",".OVX","CBOE","89,34","-","-","--","--","90,89","28,70","101,12","87,26","-0,44","-0,49%","-","--","24/03","-","","-","-","-","-","-","-","","","","","","Neutro","Compra Forte","Compra Forte","-0,49%","-8,16%","49,40%","196,12%","209,78%","84,74%"
"HSI Quanto HKDKRW Adjusted",".HSIQHK","HK","2.104,45","-","-","--","--","2.104,45","2.081,59","2.104,45","2.104,45","+22,86","+1,10%","-","--","04:59:59","-","","1","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Compra Forte","1,10%","-2,68%","-4,12%","-1,43%","7,16%","24,48%"
"State Street® SPDR® Bloomberg High Yield Bond ETF","JNK","NYSE","95,63","-","-","--","--","95,60","95,23","95,75","95,47","+0,40","+0,41%","5.473.159","--","15:30:42","6.940.000.000","534.810.000","5.540.579","7,45","11,39","0,44","6,2949","6,61%","Venda Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda Forte","Venda Forte","Neutro","0,41%","0,05%","-1,90%","-1,63%","0,06%","5,97%"
"Invesco EURO STOXX 50 UCITS ETF","SX5E.S","SIX","144,76","144,44","145,32","--","--","144,48","142,40","145,40","144,48","+2,36","+1,66%","3.111","--","10:32:37","56.420.000","","1.282","-","-","-","-","-","Compra Forte","Compra Forte","Neutro","Neutro","Neutro","Venda Forte","Venda","Compra Forte","1,66%","-1,38%","-8,44%","-2,54%","6,65%","47,16%"
"Futuros de Cupom de DI x IPCA","DAPc7","BM&F Bovespa","8,98","8,96","9,00","--","--","9,00","93.296,84","9,00","8,98","-0,02","-0,17%","170","--","12:18:05","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","-0,17%","-99,99%","-99,99%","-99,99%","-99,99%","62,09%"
"Futuros de Cupom de DI x IPCA","DAPc6","BM&F Bovespa","95.868,44","9,75","9,88","--","--","95.868,44","95.868,44","95.868,44","95.868,44","+0,00","+0,00%","-","--","24/03","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Neutro","0,00%","0,27%","0,27%","-0,39%","-0,29%","1.721.056,86%"
"Futuros de Cupom de DI x IPCA","DAPc5","BM&F Bovespa","9,25","9,18","9,24","--","--","9,14","96.588,85","9,25","9,14","+0,11","+1,20%","13.196","--","15:08:29","-","","-","-","-","-","-","-","Venda","Neutro","Neutro","Venda","Venda Forte","Venda Forte","Venda Forte","Venda Forte","1,20%","-99,99%","-99,99%","-99,99%","-99,99%","52,14%"
"Investo Teva Tesouro IPCA+ 0 A 4 Anos ETF Fundo de Índice - Resp Limitada","NTNS11=SA","BVMF","63,74","63,73","63,74","--","--","63,70","63,63","63,74","63,70","+0,11","+0,17%","12.695","--","15:15:40","1.590.000","","18.760","-","-","-","-","-","Neutro","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,16%","0,58%","0,79%","3,14%","11,67%","-"
"THREE-MONTH Sofr Futures","SRAc1","CME","96,325","96,323","96,325","--","--","96,325","96,320","96,325","96,320","0,000","0,00%","-","--","23/03","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,00%","0,00%","0,01%","0,26%","0,71%","0,98%"
"USDKRW Futures",".FUSDKRW","KS","1.673,68","-","-","--","--","1.664,96","1.668,76","1.675,02","1.663,51","+4,92","+0,29%","-","--","03:29:59","-","","1","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Compra Forte","Compra Forte","Compra Forte","0,29%","1,02%","5,23%","4,30%","4,24%","22,88%"
"Futuro de Real Brasileiro","BRc1","CME","0,1919","-","-","--","--","0,1906","0,1898","0,1919","0,1903","+0,0022","+1,13%","38.175","--","15:20:58","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","1,05%","0,50%","-1,36%","6,08%","10,04%","0,97%"
"MSCI EM FX Hedge",".MIEF00000FUS","GLOBAL","991,63","-","-","--","--","991,04","993,04","992,92","990,28","-1,41","-0,14%","-","--","15:30:38","-","","1","-","-","-","-","-","Neutro","Venda","Venda Forte","Venda Forte","Neutro","Compra Forte","Compra Forte","Compra Forte","-0,15%","0,43%","2,35%","1,71%","0,56%","4,81%"
"CBOE SKEW",".SKEWX","CBOE","142,63","-","-","--","--","142,63","142,63","142,63","142,63","+0,00","+0,00%","-","--","","-","","1","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","0,00%","4,46%","-2,69%","-4,08%","-1,46%","12,41%"
"CBOE Vix Volatility",".VVIX","CBOE","120,00","-","-","--","--","120,63","124,14","122,23","119,04","-4,14","-3,33%","-","--","15:15:46","-","","-","-","-","-","-","-","Compra Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Neutro","Compra Forte","Compra Forte","-3,25%","-5,05%","15,32%","29,61%","33,10%","20,45%"
"S&P 500 9-Day Volatility",".VIX9D","CBOE","25,87","-","-","--","--","26,60","28,21","28,18","25,80","-2,34","-8,29%","-","--","15:16:01","-","","1","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Neutro","Compra Forte","Compra Forte","-7,73%","0,00%","56,34%","116,92%","30,41%","26,24%"
"Shanghai Shenzhen CSI 300",".CSI300","SS","4.537,47","-","-","--","--","4.506,62","4.474,72","4.542,18","4.502,03","+62,74","+1,40%","262.639","--","03:59:59","-","","469.263.892","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra","Venda Forte","Venda Forte","Neutro","Compra Forte","1,40%","-2,59%","-4,01%","-2,00%","15,77%","12,67%"
"USD/INR - Dólar Americano Rúpia Indiana","USD/INR - Dólar Americano Rúpia Indiana","FX","93,801","93,751","93,851","--","--","93,985","94,013","94,044","93,606","-0,212","-0,23%","-","--","15:30:51","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","-0,22%","0,72%","3,09%","4,38%","9,55%","13,93%"
"USD/TRY - Dólar Americano Nova Lira Turca","USD/TRY - Dólar Americano Nova Lira Turca","FX","44,3547","44,3468","44,3625","--","--","44,3409","44,3375","44,3648","44,2773","+0,0172","+0,04%","-","--","15:30:17","-","","-","-","-","-","-","-","Venda Forte","Venda","Neutro","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,03%","0,32%","1,02%","3,24%","16,73%","132,86%"
"USD/KRW - Dólar Americano Won Sul-Coreano","USD/KRW - Dólar Americano Won Sul-Coreano","FX","1.500,96","1.500,71","1.501,21","--","--","1.496,40","1.496,03","1.505,70","1.489,59","+4,93","+0,33%","-","--","15:30:34","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,28%","-0,54%","4,76%","4,14%","2,21%","15,88%"
"USD/ZAR - Dólar Americano Rand Sul-Africano","USD/ZAR - Dólar Americano Rand Sul-Africano","FX","16,9082","16,9032","16,9132","--","--","16,9647","16,9660","17,0044","16,8337","-0,0578","-0,34%","-","--","15:30:40","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Compra Forte","Compra","Venda","-0,34%","-0,48%","6,07%","2,06%","-7,34%","-6,87%"
"iShares J.P. Morgan USD Emerging Markets Bond ETF","EMB.O","NASDAQ","94,46","-","-","--","--","94,30","93,58","94,55","94,15","+0,88","+0,94%","11.249.680","--","15:30:30","14.370.000.000","","10.378.048","-","-","-","4,8356","5,17%","Compra","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda Forte","Venda Forte","Neutro","0,95%","0,12%","-3,29%","-1,88%","4,40%","10,63%"
"Russell 2000 Futuros","RTYM26","CME","2.555,10","2,555.00","2,555.20","--","--","2.558,50","2.522,30","2.565,60","2.529,30","+32,80","+1,30%","138,683","--","","-","","-","-","-","-","-","-","Neutro","Compra","Compra","Compra Forte","Compra Forte","Neutro","Neutro","Compra Forte","1,29%","2,38%","-4,69%","2,27%","22,22%","46,18%"
"iShares Russell 2000 ETF","IWM","NYSE","251,81","-","-","--","--","251,79","248,78","253,07","249,52","+3,03","+1,22%","32.295.916","--","15:30:52","71.040.000.000","865.360.000","43.166.043","18,01","13,73","1,11","1,7681","0,71%","Neutro","Compra Forte","Compra Forte","Compra Forte","Compra","Neutro","Neutro","Compra Forte","1,25%","2,39%","-5,30%","2,33%","22,53%","46,63%"
"VanEck J.P. Morgan EM Local Currency Bond ETF","EMLC.K","NYSE","25,21","-","-","--","--","25,16","25,05","25,24","25,10","+0,16","+0,62%","6.334.063","--","15:30:39","4.810.000.000","","4.965.102","-","-","-","1,4448","5,77%","Venda","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda Forte","Venda Forte","Neutro","0,62%","0,28%","-5,15%","-2,36%","5,70%","1,45%"
"Algodão NY nº2 Futuros","CT","ICE","68,24","68,22","68,24","--","--","68,08","67,62","68,24","67,52","+0,62","+0,92%","27.634","--","15:19:59","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","0,90%","-0,68%","4,39%","6,16%","3,88%","-10,86%"
"Açúcar NY nº11 Futuros","SB","ICE","15,53","15.47","15.59","--","--","15,79","15,88","15,83","15,33","-0,35","-2,20%","91,178","--","","-","","-","-","-","-","-","-","Venda Forte","Venda","Neutro","Neutro","Compra Forte","Compra Forte","Compra","Venda Forte","-2,20%","4,93%","7,77%","3,46%","-19,74%","-25,41%"
"Milho Chicago Futuros","CCMc1","BM&F Bovespa","71,93","71,93","71,94","--","--","71,90","72,04","72,06","71,79","+0,02","+0,03%","4.068","--","15:13:50","-","","-","-","-","-","-","-","Compra Forte","Venda","Venda","Venda Forte","Venda Forte","Compra","Compra Forte","Neutro","0,06%","-0,54%","0,84%","2,42%","-6,53%","-14,38%"
"Milho Chicago Futuros","CCMc3","BM&F Bovespa","71,44","71,42","71,43","--","--","71,29","71,51","71,45","70,98","-0,06","-0,08%","2.290","--","15:12:03","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Neutro","Compra Forte","Compra Forte","Compra Forte","Compra Forte","-0,21%","0,01%","4,04%","-3,24%","0,11%","-14,30%"
"Milho Chicago Futuros","CCMc2","BM&F Bovespa","71,03","71,03","71,09","--","--","71,05","71,11","71,09","70,79","-0,07","-0,10%","1.089","--","15:14:03","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda","Venda Forte","Venda","Neutro","-0,07%","0,31%","0,50%","-4,52%","-1,10%","-14,87%"
"BB ETF Índice Futuro de Milho B3 Fundo de Índice - Resp Limitada","CORN11.SA","BVMF","7,36","7,36","7,40","--","--","7,37","7,38","7,39","7,30","-0,02","-0,27%","6.570","--","15:02:18","34.490.000","","8.648","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Neutro","Compra","0,00%","2,07%","2,50%","-7,17%","9,17%","-13,68%"
"Milho Chicago Futuros","ZC","ICE","467,50","467,50","467,75","--","--","462,25","462,00","468,40","458,10","+5,00","+1,08%","138.905","--","15:19:59","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","1,08%","0,92%","5,41%","6,19%","3,60%","-27,29%"
