"Nome","Códigos","Bolsa","Último","Compra","Venda","Negociação Estendida","Negociação Estendida (%)","Abertura","Prévio","Máxima","Mínima","Variação","Var%","Vol.","Próximos Balanços","Hora","Valor de Mercado","Receita","Volume Médio (3m)","LPA","Relação P/L","Beta","Dividendo","Rendimento","5 minutos","15 minutos","30 minutos","Hora","5 horas","Diário","Semanal","Mensal","Diário","1 Semana","1 Mês","YTD","1 ano","3 anos"
"BB ETF Índice Futuro de Milho B3 Fundo de Índice - Resp Limitada","CORN11.SA","BVMF","7,29","7,28","7,29","--","--","7,37","7,29","7,39","7,29","-0,09","-1,22%","17.412","--","25/03","34.070.000","","8.794","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Venda","Neutro","Neutro","-1,22%","0,41%","-0,55%","-8,30%","7,68%","-18,91%"
"Milho Chicago Futuros","ZC","ICE","466,63","466,50","466,75","--","--","467,50","467,00","468,63","466,00","-0,38","-0,08%","21.240","--","08:29:46","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Neutro","Neutro","Compra Forte","Compra Forte","Compra Forte","Compra Forte","-0,08%","-0,66%","4,04%","5,99%","3,70%","-28,02%"
"Boi Gordo Futuros","BGIc1","BM&F Bovespa","354,65","354.35","354.70","--","--","354,00","354,65","355,50","354,00","+0,30","+0,08%","1,752","--","","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,08%","1,23%","1,16%","10,97%","11,81%","19,61%"
"China a 30 anos","CN30YT=RR","SS","2,343","2,357","2,349","--","--","2,355","2,350","2,357","2,340","-0,007","-0,30%","-","--","03:59:00","-","","-","-","-","-","-","-","Neutro","Venda Forte","Venda Forte","Venda Forte","Venda","Neutro","Compra Forte","Compra","-0,30%","-1,97%","0,13%","1,30%","17,15%","-27,55%"
"China a 10 anos","CN10YT=RR","SS","1,813","1.821","1.816","--","--","1,824","1,825","1,824","1,812","-0,012","-0,66%","-","--","","-","","-","-","-","-","-","-","Neutro","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Neutro","-0,66%","-0,87%","-0,87%","-2,63%","-3,05%","-36,61%"
"China a 5 anos","CN5YT=RR","SS","1,550","1,550","1,543","--","--","1,563","1,562","1,563","1,548","-0,012","-0,77%","-","--","03:59:00","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","-0,77%","-0,32%","-1,59%","-5,66%","-7,19%","-42,25%"
"China a 2 anos","CN2YT=RR","SS","1,280","1,280","1,250","--","--","1,310","1,295","1,310","1,280","-0,015","-1,16%","-","--","03:56:00","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","-1,16%","-0,78%","-9,41%","-4,69%","-11,11%","-46,47%"
"China a 20 anos","CN20YT=RR","SS","2,313","2,327","2,319","--","--","2,332","2,410","2,332","2,310","-0,097","-4,02%","-","--","03:53:00","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Neutro","-4,02%","-4,42%","-3,42%","-5,01%","9,62%","-29,48%"
"China a 1 ano","CN1YT=RR","SS","1,250","1,250","1,238","--","--","1,255","1,260","1,263","1,248","-0,010","-0,79%","-","--","03:57:00","-","","-","-","-","-","-","-","Venda","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","-0,79%","-0,24%","-4,58%","-4,21%","-17,76%","-44,12%"
"China CDS 10 Anos USD","CNGV10YUSAC=R","SS","60,77","-","-","--","--","60,78","71,76","60,78","60,77","-1,79","-2,86%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Neutro","Neutro","Venda Forte","-2,86%","0,34%","6,26%","0,57%","-14,15%","-51,05%"
"China CDS 5 Anos USD","CNGV5YUSAC=R","SS","48,40","-","-","--","--","48,41","50,70","48,41","48,40","-2,47","-4,86%","-","--","","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Venda","-4,86%","1,48%","9,87%","10,70%","-2,67%","-44,11%"
"China CDS 2 Anos USD","CNGV2YUSAC=R","SS","36,68","-","-","--","--","36,69","30,51","36,69","36,68","-1,15","-3,04%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra Forte","-3,04%","0,51%","10,02%","11,01%","24,21%","-31,36%"
"China CDS 1 Ano USD","CNGV1YUSAC=R","SS","29,80","-","-","--","--","29,80","26,50","29,80","29,80","-0,99","-3,22%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Compra","Compra Forte","Compra Forte","-3,22%","0,59%","7,89%","10,32%","16,82%","-34,42%"
"Japão a 40 anos","JP40YT=RR","TYO","3,725","3,606","3,598","--","--","3,727","3,720","3,733","3,679","+0,005","+0,13%","-","--","08:30:12","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra","Venda Forte","Compra","Compra Forte","Compra Forte","0,05%","-0,77%","4,29%","3,19%","36,84%","146,65%"
"Japão a 30 anos","JP30YT=RR","TYO","3,527","3,530","3,522","--","--","3,500","3,501","3,536","3,490","+0,026","+0,74%","-","--","08:30:11","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Compra Forte","Compra Forte","Compra Forte","0,71%","-0,06%","5,70%","3,55%","39,53%","155,51%"
"Japão a 20 anos","JP20YT=RR","TYO","3,128","3.164","3.155","--","--","3,107","3,104","3,129","3,100","+0,024","+0,77%","-","--","","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Compra Forte","Compra Forte","Compra Forte","0,77%","0,26%","6,90%","4,44%","38,96%","191,25%"
"Japão a 10 anos","JP10YT=RR","TYO","2,276","2,274","2,264","--","--","2,250","2,241","2,277","2,241","+0,035","+1,56%","-","--","08:20:11","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","1,56%","0,53%","7,56%","9,48%","45,62%","676,79%"
"Japão a 9 meses","JP9MT=RR","TYO","1,000","1,001","-","--","--","0,993","1,002","1,000","0,993","+0,007","+0,70%","-","--","01:28:54","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,70%","2,99%","3,52%","15,87%","73,91%","-719,20%"
"Japão CDS 5 Anos USD","JPGV5YUSAC=R","TYO","26,39","-","-","--","--","26,39","17,71","26,39","26,39","-0,37","-1,38%","-","--","24/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra Forte","-1,38%","1,34%","3,83%","9,39%","41,27%","-0,64%"
"Japão CDS 2 Anos USD","JPGV2YUSAC=R","TYO","13,50","-","-","--","--","13,50","5,53","13,50","13,50","-0,53","-3,78%","-","--","24/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra Forte","-3,78%","8,09%","19,83%","25,28%","107,06%","13,54%"
"Japão CDS 1 Ano USD","JPGV1YUSAC=R","TYO","9,50","-","-","--","--","8,50","2,51","9,50","8,50","+2,50","+35,71%","-","--","24/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra Forte","35,71%","35,79%","19,09%","90,00%","171,43%","28,03%"
"Japão CDS 10 Anos USD","JPGV10YUSAC=R","TYO","42,94","-","-","--","--","42,95","29,87","42,95","42,94","-2,07","-4,59%","-","--","24/03","-","","-","-","-","-","-","-","","","","","","Compra","Compra Forte","Compra Forte","-4,59%","0,02%","4,73%","5,36%","39,28%","17,29%"
"Japão a 3 meses","JP3MT=RR","TYO","0,815","-","-","--","--","0,807","0,806","0,815","0,798","+0,009","+1,12%","-","--","04:30:12","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","1,12%","-1,57%","2,13%","49,54%","154,69%","-389,52%"
"México a 3 anos","MX3YT=RR","BMV","8,550","8,823","8,718","--","--","8,460","8,550","8,550","8,460","0,000","0,00%","-","--","25/03","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","0,00%","1,91%","14,09%","13,40%","-1,81%","-18,66%"
"México a 20 anos","MX20YT=RR","BMV","9,530","9,896","9,790","--","--","9,510","9,530","9,530","9,450","0,000","0,00%","-","--","25/03","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda","Venda Forte","Venda","Neutro","Compra Forte","Neutro","0,00%","-2,26%","4,45%","0,32%","-4,60%","3,13%"
"México a 30 anos","MX30YT=RR","BMV","9,540","9,907","9,801","--","--","9,490","9,540","9,540","9,460","0,000","0,00%","-","--","25/03","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Neutro","Compra Forte","Neutro","0,00%","-2,35%","4,26%","0,00%","-4,72%","3,46%"
"México a 3 meses","MX3MT=RR","BMV","7,120","7,317","7,296","--","--","7,150","7,110","7,150","7,120","0,000","0,00%","-","--","24/03","-","","-","-","-","-","-","-","Neutro","Neutro","Neutro","Neutro","Neutro","Compra","Venda","Venda Forte","0,00%","-0,56%","0,85%","-0,70%","-20,00%","-38,62%"
"México a 10 anos","MX10YT=RR","BMV","9,450","9.801","9.695","--","--","9,150","9,450","9,450","9,120","0,000","0,00%","-","--","","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Compra Forte","Neutro","0,00%","0,00%","8,25%","5,59%","0,00%","5,46%"
"México a 1 mês","MX1MT=RR","BMV","6,820","7,043","7,022","--","--","7,090","6,830","7,090","6,820","0,000","0,00%","-","--","24/03","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","0,00%","-2,99%","-2,71%","-3,67%","-24,22%","-39,16%"
"México CDS 5 Anos USD","MXGV5YUSAC=R","BMV","104,14","-16,64","-","--","--","104,14","131,57","104,14","104,14","-2,50","-2,35%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Venda Forte","-2,35%","5,18%","17,63%","14,83%","-22,03%","-24,77%"
"Ishares Ibovespa Fundo de Indice","BOVA11.SA","BVMF","182,20","181,90","182,50","--","--","181,00","182,20","183,02","180,66","+3,01","+1,68%","3.472.676","--","25/03","15.920.000.000","","5.879.075","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","1,68%","2,85%","-1,60%","15,32%","40,39%","88,73%"
"Índice Brasil Amplo",".IBRA","BVMF","7.290,83","-","-","--","--","7.176,60","7.290,83","7.327,61","7.176,38","+114,92","+1,60%","-","--","","-","","1","-","-","-","-","-","Compra Forte","Neutro","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","1,60%","2,88%","-1,95%","14,86%","38,87%","84,61%"
"Índice Brasil 100",".IBRX","BVMF","78.374,48","-","-","--","--","77.153,56","78.374,48","78.777,64","77.149,28","+1.228,61","+1,59%","-","--","25/03","-","","1","-","-","-","-","-","Compra Forte","Compra Forte","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","1,59%","2,84%","-1,77%","15,23%","39,10%","85,55%"
"Índice Brasil 50",".IBX50","BVMF","31.352,95","-","-","--","--","30.866,63","31.352,95","31.522,32","30.865,60","+489,69","+1,59%","-","--","25/03","-","","1","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","1,59%","2,87%","-1,46%","16,27%","39,19%","87,69%"
"Certificado de Depósito Interbancário de 1 dia Futuros","DIJc7","BM&F Bovespa","93.314,61","14,23","14,25","--","--","14,22","93.314,61","14,30","14,19","+73,21","+0,08%","236.433","--","25/03","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda","Venda Forte","Venda Forte","Venda Forte","Venda Forte","0,08%","0,19%","-0,33%","-0,23%","0,23%","697.318,60%"
"Certificado de Depósito Interbancário de 1 dia Futuros","DIJc6","BM&F Bovespa","94.334,88","14,29","14,31","--","--","14,32","94.334,88","14,33","14,28","+67,07","+0,07%","5.991","--","25/03","-","","-","-","-","-","-","-","Venda","Venda","Venda","Venda","Venda Forte","Compra Forte","Compra Forte","Neutro","0,07%","0,20%","-0,26%","-0,24%","0,08%","700.753,49%"
"Certificado de Depósito Interbancário de 1 dia Futuros","DIJc5","BM&F Bovespa","95.367,77","14,37","14,38","--","--","14,37","95.367,77","14,38","14,36","+60,63","+0,06%","11.571","--","25/03","-","","-","-","-","-","-","-","Venda","Neutro","Neutro","Venda","Venda Forte","Compra Forte","Compra Forte","Neutro","0,06%","0,20%","-0,32%","-0,20%","-0,02%","703.721,17%"
"Certificado de Depósito Interbancário de 1 dia Futuros","DIJc4","BM&F Bovespa","96.526,21","14,45","14,45","--","--","14,43","96.526,21","14,48","14,42","+55,73","+0,06%","1.037.429","--","25/03","-","","-","-","-","-","-","-","Venda Forte","Neutro","Venda Forte","Venda","Venda Forte","Venda Forte","Venda Forte","Venda Forte","0,06%","0,21%","-0,18%","-0,08%","-0,09%","709.130,07%"
"Certificado de Depósito Interbancário de 1 dia Futuros","DIJc3","BM&F Bovespa","97.607,86","14,51","14,52","--","--","14,54","97.607,86","14,54","14,51","+54,68","+0,06%","62.112","--","25/03","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","0,06%","0,21%","-0,10%","-0,17%","679.147,47%","716.025,16%"
"Certificado de Depósito Interbancário de 1 dia Futuros","DIJc1","BM&F Bovespa","99.729,133","14.646","14.647","--","--","14,649","99.729,133","14,650","14,646","+54,050","+0,05%","102,950","--","","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","0,05%","0,22%","-0,22%","-0,16%","704.649,72%","730.623,44%"
"Itau Unibanco Banco Holding SA","ITUB.K","NYSE","8,210","-","-","8,120","-1,096%","8,230","8,210","8,340","8,180","+0,160","+1,99%","31.211.312","05.05.2026","25/03","89.770.000.000","254.790.000.000","27.204.688","4,0089","12,02","0,2","0,0332","0,4%","Neutro","Neutro","Compra","Compra Forte","Compra Forte","Neutro","Compra","Compra Forte","1,99%","1,11%","-9,28%","14,66%","51,01%","105,79%"
"Banco Bradesco SA ADR","BBD","NYSE","3,660","-","-","3.700","1.093%","3,650","3,660","3,700","3,620","+0,110","+3,10%","38,874,813","29.04.2026","","36.410.000.000","267.110.000.000","41.133.157","2,2377","8,59","0,3","0.0276","0.75%","Neutro","Neutro","Compra","Compra Forte","Neutro","Neutro","Neutro","Compra","3,10%","3,39%","-10,51%","9,91%","59,83%","47,58%"
"Petroleo Brasileiro Petrobras SA ADR","PBR","NYSE","19,82","-","-","19,86","--","19,45","19,82","20,01","19,45","+0,07","+0,35%","23.012.139","11.05.2026","25/03","123.930.000.000","497.550.000.000","28.212.112","8,5446","5,05","0,16","1,0105","5,1%","Venda Forte","Venda","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,35%","0,20%","19,18%","67,26%","37,73%","98,60%"
"Shell PLC ADR","SHEL.K","NYSE","91,88","-","-","92,30","--","91,49","91,88","92,24","91,37","+0,76","+0,83%","5.416.926","07.05.2026","25/03","260.920.000.000","266.890.000.000","6.655.934","3","15,39","-0,07","2,976","3,24%","Venda Forte","Venda","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,83%","0,76%","10,02%","25,04%","25,36%","64,54%"
"BP PLC ADR","BP","NYSE","45,41","-","-","45,83","--","44,84","45,41","45,65","44,78","+0,62","+1,38%","11.676.649","28.04.2026","25/03","117.890.000.000","187.640.000.000","12.283.743","0,0034","2,25K","0,06","1,9768","4,35%","Venda Forte","Neutro","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","1,38%","-0,98%","16,86%","30,75%","31,97%","23,13%"
"Rio Tinto ADR","RIO","NYSE","87,54","-","-","85,11","-2,78%","87,88","87,54","88,33","87,05","+0,77","+0,89%","2.183.740","20.04.2026","25/03","138.320.000.000","57.640.000.000","3.929.338","6,084","14,05","0,65","3,995","4,56%","Compra Forte","Neutro","Compra","Compra Forte","Neutro","Neutro","Compra","Compra Forte","0,89%","2,21%","-11,88%","9,38%","40,42%","34,49%"
"BHP Group Ltd ADR","BHP","NYSE","70,01","-","-","68,73","-1,83%","70,34","70,01","70,85","69,60","+1,24","+1,80%","3.121.683","21.04.2026","25/03","176.650.000.000","53.990.000.000","4.316.837","2,0131","17,23","0,68","2,63","3,76%","Neutro","Neutro","Compra","Compra Forte","Compra Forte","Neutro","Compra","Compra Forte","1,80%","3,92%","-14,17%","15,97%","41,06%","19,92%"
"Suco de Laranja NY Futuros","OJ","ICE","182,75","182.70","183.95","--","--","160,52","171,95","184,00","159,55","+10,80","+6,28%","584","--","","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Neutro","Venda Forte","Venda Forte","6,28%","9,40%","0,69%","-10,94%","-26,16%","-27,64%"
"Boi Gordo Futuros","LCc1","CME","234,43","233,78","235,00","--","--","235,58","234,43","235,98","233,30","-0,95","-0,40%","13.797","--","25/03","-","","-","-","-","-","-","-","Neutro","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Compra","Compra Forte","-0,40%","0,50%","-3,92%","1,05%","11,87%","42,16%"
"BB ETF Índice Futuro de Boi Gordo B3 Fundo de Índice - Resp Limitada","BBOI11.SA","BVMF","10,80","10,40","10,84","--","--","10,59","10,80","10,80","10,23","+0,25","+2,37%","83.117","--","25/03","-","","19.701","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","2,37%","3,75%","0,84%","12,27%","28,27%","21,90%"
"Nasdaq 100",".NDX","NASDAQ","24.162,98","-","-","--","--","24.236,41","24.162,98","24.314,25","24.081,38","+160,53","+0,67%","344.571.404","--","25/03","-","","398.259.693","-","-","-","-","-","Compra","Venda","Venda","Venda","Venda Forte","Venda Forte","Neutro","Compra Forte","0,67%","-0,79%","-3,19%","-4,30%","22,04%","90,66%"
"USD/CAD - Dólar Americano Dólar Canadense","USD/CAD - Dólar Americano Dólar Canadense","FX","1,3844","1,3843","1,3845","--","--","1,3811","1,3811","1,3845","1,3805","+0,0033","+0,24%","-","--","08:29:50","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","0,24%","0,76%","1,46%","0,87%","-3,22%","1,35%"
"MSCI Inc","MSCI.K","NYSE","530,99","-","-","534,00","--","541,31","530,99","542,21","525,00","-6,66","-1,24%","405.237","28.04.2026","25/03","38.830.000.000","3.130.000.000","623.190","15,69","33,70","1,3","8,2","1,54%","Compra Forte","Venda","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","-1,24%","-4,54%","-7,14%","-7,45%","-6,15%","-1,73%"
"China A50 Futuros","CHINA50","SGX","14.507,0","14.502,0","14.512,0","--","--","14.652,5","14.654,0","14.535,0","14.496,0","-147,0","-1,00%","488.395","--","08:30:40","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Compra","-1,01%","-1,57%","-0,93%","-5,07%","7,68%","11,54%"
"KOSPI 200 Futuros","KSc1","KRX","827,40","342,50","343,00","--","--","827,90","857,60","833,20","823,65","-14,00","-1,66%","30.207","--","25/03","-","","-","-","-","-","-","-","","","","","","Neutro","Compra Forte","Compra Forte","-1,66%","-4,08%","-11,77%","36,09%","140,07%","163,29%"
"FTSE 100","UK100","LON","9.973,95","9.971,93","9.975,97","--","--","10.040,25","10.106,84","10.048,75","9.969,70","-132,89","-1,31%","127.182.232","--","08:30:44","-","","925.933.405","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Compra Forte","-1,32%","-0,90%","-8,59%","0,42%","15,08%","33,48%"
"Dow Jones Industrial Average",".DJI","NYSE","46.429,49","-","-","--","--","46.314,24","46.124,06","46.718,42","46.196,91","+305,43","+0,66%","462.991.321","--","25/03","-","","560.630.263","-","-","-","-","-","Neutro","Neutro","Compra","Compra Forte","Neutro","Venda Forte","Venda","Compra Forte","0,66%","0,89%","-5,20%","-3,40%","9,76%","43,16%"
"Dow Jones Futuros","YMM26","CME","46.405,00","46.397,00","46.400,00","--","--","46.611,00","46.711,00","46.629,00","46.323,00","-306,00","-0,66%","16.595","--","08:20:49","-","","-","-","-","-","-","-","Venda","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Compra Forte","-0,66%","0,13%","-5,30%","-4,00%","8,92%","42,21%"
"Nasdaq 100 Futuros","NQM26","CME","24.163,00","24.162,75","24.163,75","--","--","24.324,50","24.367,75","24.340,25","24.107,00","-204,75","-0,84%","91.881","--","08:20:40","-","","-","-","-","-","-","-","Neutro","Venda","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Compra","-0,81%","-1,66%","-3,34%","-5,05%","20,91%","89,00%"
"Dogecoin","DOGE/USD","Investing.com","0,091526","-","-","--","--","0,096963","0,096963","0,096265","0,091168","-0,005438","-5,61%","1.339.609.889","--","08:31:03","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","-5,73%","-2,28%","-2,12%","-22,14%","-52,01%","25,45%"
"Solana","SOL/USD","Investing.com","87,692","-","-","--","--","92,961","92,961","91,962","87,462","-5,269","-5,67%","4.163.202","--","08:30:59","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Venda Forte","Venda Forte","-5,83%","-1,50%","6,93%","-29,73%","-36,75%","339,92%"
"ETH/USD - Ethereum Dólar Americano","ETH/USD - Ethereum Dólar Americano","Binance","2.069,59","2.069,59","2.069,60","--","--","2.186,38","2.186,38","2.199,02","2.062,94","-116,79","-5,34%","309.018","--","08:30:32","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","-5,41%","-3,26%","7,14%","-30,41%","3,22%","20,61%"
"EUR/BRL - Euro Real Brasileiro","EUR/BRL - Euro Real Brasileiro","FX","6,0350","6,0277","6,0423","--","--","6,0425","6,0425","6,0643","6,0350","-0,0075","-0,12%","-","--","08:30:01","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","-0,12%","-0,25%","-0,43%","-6,20%","-2,75%","7,54%"
"Farelo de Soja Chicago Futuros","ZM","ICE","317,60","317,50","317,70","--","--","320,20","319,80","321,30","317,00","-2,20","-0,69%","8.282","--","08:31:02","-","","-","-","-","-","-","-","Compra","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Compra Forte","Compra","-0,67%","-4,47%","-0,89%","6,10%","7,86%","-28,10%"
"Soja Chicago Futuros","ZS","ICE","1.173,00","1.172,25","1.173,75","--","--","1.174,63","1.172,00","1.179,38","1.171,50","+1,00","+0,09%","12.301","--","08:30:02","-","","-","-","-","-","-","-","Compra Forte","Neutro","Neutro","Compra","Compra Forte","Neutro","Compra Forte","Compra Forte","0,09%","0,39%","0,19%","11,98%","15,37%","-17,44%"
"CBOE Emerging Markets Etf Volitlity",".VXEEM","CBOE","35,42","-","-","--","--","33,51","20,18","36,27","33,50","-0,96","-2,64%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra Forte","-2,64%","16,55%","39,61%","104,74%","73,12%","67,55%"
"iShares iBoxx $ High Yield Corporate Bond ETF","HYG","NYSE","79,42","-","-","79,25","--","79,45","79,42","79,58","79,35","+0,25","+0,32%","49.917.691","--","25/03","16.080.000.000","997.550.000","47.824.590","7,72","10,41","0,422","4,7248","5,95%","Compra","Neutro","Compra","Compra Forte","Neutro","Venda Forte","Venda Forte","Neutro","0,32%","-0,30%","-1,61%","-1,50%","0,61%","8,17%"
"iShares iBoxx $ Investment Grade Corporate Bond ETF","LQD","NYSE","108,73","-","-","108,30","--","109,00","108,73","109,05","108,69","+0,39","+0,36%","48.616.286","--","25/03","30.410.000.000","1.390.000.000","39.671.069","6,89","16,06","0,463","4,594","4,23%","Venda Forte","Venda Forte","Venda Forte","Neutro","Neutro","Venda Forte","Venda Forte","Neutro","0,36%","-0,42%","-2,64%","-1,32%","0,83%","0,53%"
"USD/CNH - Dólar Americano Yuan chinês offshore","USD/CNH - Dólar Americano Yuan chinês offshore","FX","6,9160","6,9153","6,9166","--","--","6,9027","6,9018","6,9168","6,9023","+0,0142","+0,21%","-","--","08:30:33","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Venda Forte","Venda Forte","0,20%","0,53%","0,78%","-0,87%","-4,82%","0,50%"
"USD/JPY - Dólar Americano Iene Japonês","USD/JPY - Dólar Americano Iene Japonês","FX","159,55","159.54","159.56","--","--","159,48","159,48","159,55","159,29","+0,07","+0,04%","-","--","","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,04%","1,14%","2,23%","1,83%","5,62%","21,27%"
"DAX","DE40","ETR","22.636,49","22.635,89","22.637,09","--","--","22.712,99","22.940,42","22.775,49","22.564,99","-303,93","-1,32%","12.505.741","--","08:30:37","-","","67.021.325","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Compra Forte","-1,38%","-0,94%","-10,52%","-7,62%","-0,24%","49,56%"
"EUR/USD - Euro Dólar Americano","EUR/USD - Euro Dólar Americano","FX","1,1544","1,1544","1,1544","--","--","1,1559","1,1559","1,1572","1,1543","-0,0015","-0,13%","-","--","08:30:39","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Compra Forte","-0,12%","-0,38%","-2,28%","-1,71%","6,89%","6,94%"
"Nikkei 225","JP225","TYO","53.603,65","53.486,00","53.492,00","--","--","53.855,13","53.603,65","54.175,80","53.176,77","-145,97","-0,27%","-","--","03:30:29","-","","1.016.128.000","-","-","-","-","-","Compra Forte","Neutro","Neutro","Venda","Neutro","Neutro","Compra","Compra Forte","-0,48%","0,22%","-9,11%","6,26%","41,51%","94,67%"
"Hang Seng Futuros","HSIQH6","HKEx","24.735,5","24.728,0","24.743,0","--","--","25.244,0","25.266,0","25.249,0","24.702,5","-530,5","-2,10%","14.154","--","08:30:44","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Compra Forte","-2,17%","-2,34%","-6,63%","-3,52%","3,77%","26,10%"
"ICE BofAML MOVE",".MOVE","ICE","97,59","-","-","--","--","103,01","95,74","103,01","97,59","-5,42","-5,26%","-","--","02:00:00","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra","-5,26%","14,97%","32,99%","52,58%","7,21%","-39,64%"
