"Nome","Códigos","Bolsa","Último","Compra","Venda","Negociação Estendida","Negociação Estendida (%)","Abertura","Prévio","Máxima","Mínima","Variação","Var%","Vol.","Próximos Balanços","Hora","Valor de Mercado","Receita","Volume Médio (3m)","LPA","Relação P/L","Beta","Dividendo","Rendimento","5 minutos","15 minutos","30 minutos","Hora","5 horas","Diário","Semanal","Mensal","Diário","1 Semana","1 Mês","YTD","1 ano","3 anos"
"Seek Ltd","SEK.AX","ASX","13,85","13,75","13,85","--","--","14,25","14,27","14,25","13,63","-0,42","-2,94%","2.199.477","--","02:04:59","4.930.000.000","1.210.000.000","1.771.949","-0,2224","-61,56","1,01","0,49","3,43%","Compra Forte","Compra","Venda","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","-2,94%","-1,63%","-16,36%","-40,10%","-40,07%","-40,35%"
"USD/CHF - Dólar Americano Franco Suíço","USD/CHF - Dólar Americano Franco Suíço","FX","0,7927","-","-","--","--","0,7917","0,7917","0,7930","0,7913","+0,0010","+0,13%","-","--","08:31:01","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda Forte","0,14%","0,58%","3,11%","0,01%","-10,04%","-13,42%"
"USD/RUB - Dólar Americano Rublo Russo","USD/RUB - Dólar Americano Rublo Russo","FX","82,4100","82.4000","82.4200","--","--","81,5000","80,9955","82,8100","80,5000","+1,4145","+1,75%","-","--","","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Compra Forte","Compra Forte","Neutro","1,75%","-4,34%","6,61%","4,65%","-2,47%","7,70%"
"Minério de ferro refinado 62% Fe CFR Futuros","TIOc2","CME","106,41","-","-","--","--","106,41","106,41","106,41","106,41","0,00","0,00%","-","--","25/03","-","","-","-","-","-","-","-","Venda","Venda","Venda","Venda","Neutro","Compra Forte","Compra Forte","Compra Forte","0,00%","-1,33%","7,82%","0,40%","2,29%","-11,59%"
"Minério de ferro refinado 62% Fe CFR Futuros","TIOc1","CME","106,02","-","-","--","--","106,02","106,02","106,02","106,02","0,00","0,00%","-","--","","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Compra Forte","Compra Forte","Compra","0,00%","0,36%","7,03%","-1,04%","3,58%","-15,86%"
"SGX MB Iron Ore 58% Futures","SM58Fc1","SGX","93,00","-","-","--","--","93,00","93,32","93,00","93,00","-0,32","-0,34%","-","--","24/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra Forte","-0,34%","-0,56%","6,74%","-2,46%","3,48%","-20,46%"
"S&P/BMV IPC Futuros","IPCc1","MexDer","68.089,0","45.685,0","45.745,0","--","--","66.240,0","65.701,0","68.150,0","66.175,0","+2.388,0","+3,63%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra","Compra Forte","3,63%","4,75%","-5,19%","4,50%","26,94%","27,35%"
"South Africa Top 40",".JTOPI","JO","103.724,55","72.372,00","72.399,00","--","--","106.441,78","106.441,78","106.441,78","103.422,55","-2.717,23","-2,55%","-","--","08:16:00","-","","153.917.264","-","-","-","-","-","Venda","Venda","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Compra Forte","-2,53%","0,97%","-13,76%","-3,92%","25,69%","48,66%"
"iShares MSCI South Africa ETF","EZA","NYSE","66,17","-","-","66,17","--","66,73","66,17","66,73","65,49","+2,37","+3,71%","108.838","--","25/03","780.810.000","10.160.000","404.378","13,73","4,84","0,771","4,2372","6,4%","Venda Forte","Neutro","Compra","Compra Forte","Neutro","Venda Forte","Venda","Compra Forte","3,71%","1,91%","-18,91%","-3,82%","37,25%","62,14%"
"XP Inc","XP.O","NASDAQ","19,69","-","-","19,98","1,47%","19,74","19,69","20,38","19,60","+0,47","+2,45%","6.380.023","05.05.2026","25/03","10.180.000.000","17.770.000.000","6.613.724","9,7191","10,55","1,26","0,18","0,92%","Venda","Neutro","Neutro","Compra Forte","Compra Forte","Neutro","Compra Forte","Compra Forte","2,45%","4,07%","-8,55%","20,28%","34,22%","75,49%"
"iShares MSCI South Korea ETF","EWY","NYSE","127,74","-","-","124,44","-2,58%","129,54","127,74","130,59","127,03","-1,01","-0,78%","25.453.228","--","25/03","16.800.000.000","76.080.000","18.860.889","4,31","21,39","1,21","2,0371","1,59%","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Compra Forte","Compra Forte","-0,78%","-5,25%","-15,61%","31,39%","126,13%","114,73%"
"iShares MSCI Taiwan ETF","EWT","NYSE","72,39","-","-","71,76","--","72,20","72,39","72,73","71,65","+1,65","+2,33%","7.074.520","--","25/03","7.660.000.000","163.350.000","6.139.053","5,95","10,84","1,02","2,8162","3,89%","Neutro","Neutro","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","2,33%","0,35%","-4,33%","13,95%","47,13%","60,19%"
"Vanguard FTSE Emerging Markets Index Fund ETF Shares","VWO","NYSE","54,34","-","-","53,60","-1,36%","54,36","54,34","54,60","54,06","+1,03","+1,93%","9.518.763","--","25/03","140.590.000.000","3.280.000.000","13.215.471","9,25","6,06","0,562","4,13","7,6%","Neutro","Neutro","Compra Forte","Compra Forte","Neutro","Neutro","Venda","Compra Forte","1,93%","0,61%","-6,47%","1,08%","17,90%","37,50%"
"Vanguard Real Estate Index Fund ETF Shares","VNQ","NYSE","87,84","-","-","88.30","0.52%","88,34","87,84","88,57","87,43","-0,07","-0,08%","5,061,376","--","","62.750.000.000","1.890.000.000","4.228.262","7,10","12,71","1,04","3.7828","4.31%","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","-0,08%","-4,09%","-8,20%","-0,73%","-2,22%","11,61%"
"Canadá a 10 anos","CA10YT=RR","TSX","3,535","3,566","3,562","--","--","3,541","3,486","3,548","3,534","+0,049","+1,41%","-","--","08:30:31","-","","-","-","-","-","-","-","Neutro","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","1,49%","2,91%","13,11%","3,00%","14,33%","22,30%"
"State Street® Consumer Staples Select Sector SPDR® ETF","XLP","NYSE","81,51","-","-","81,51","--","81,43","81,51","81,63","80,51","+0,40","+0,49%","17.648.244","--","25/03","15.530.000.000","435.890.000","21.105.028","-2,85","-27,36","0,514","1,8196","2,23%","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda Forte","Venda Forte","Venda","Compra Forte","0,49%","-0,56%","-9,44%","4,93%","0,87%","11,11%"
"State Street® Utilities Select Sector SPDR® ETF","XLU","NYSE","45,25","-","-","45,00","--","45,52","45,25","45,65","45,21","+0,16","+0,35%","22.297.378","--","25/03","23.980.000.000","540.040.000","27.250.921","4,17","10,25","0,676","1,2398","2,74%","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Compra","Compra Forte","0,35%","-2,77%","-5,20%","6,00%","16,91%","37,60%"
"State Street Real Estate Select Sector SPDR ETF","XLRE.K","NYSE","40,27","-","-","40,20","--","40,46","40,27","40,58","40,09","-0,02","-0,05%","9.904.031","--","25/03","7.110.000.000","","9.686.595","-","-","-","1,0842","2,69%","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","-0,05%","-3,94%","-8,14%","-0,20%","-2,80%","13,79%"
"State Street® Communication Services Select Sector SPDR® ETF","XLC","NYSE","111,44","-","-","110,51","--","111,88","111,44","112,53","110,84","+0,31","+0,28%","6.097.933","--","25/03","24.020.000.000","","7.665.149","-","-","-","1,4282","1,28%","Compra","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Compra Forte","0,28%","-1,50%","-5,60%","-5,33%","12,97%","97,83%"
"State Street® Industrial Select Sector SPDR® ETF","XLI","NYSE","165,10","-","-","164,05","--","165,86","165,10","166,32","164,32","+1,10","+0,67%","12.205.799","--","25/03","25.590.000.000","343.490.000","13.013.898","18,95","8,09","1,05","1,8128","1,1%","Venda Forte","Venda","Compra","Compra","Compra","Neutro","Neutro","Compra Forte","0,67%","0,63%","-6,80%","6,43%","24,24%","68,95%"
"State Street® Materials Select Sector SPDR® ETF","XLB","NYSE","49,41","-","-","48,98","--","49,00","49,41","49,45","48,67","+0,96","+1,98%","15.047.127","--","25/03","6.490.000.000","111.050.000","17.423.726","-3,50","-12,41","1,02","0,8331","1,69%","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Compra","Compra Forte","1,98%","3,50%","-7,49%","8,95%","14,06%","27,71%"
"Austrália a 10 anos","AU10YT=RR","ASX","5,040","5,103","5,096","--","--","4,927","5,005","5,047","4,915","+0,035","+0,70%","-","--","08:30:31","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,72%","1,16%","8,32%","5,90%","11,60%","58,62%"
"NZD/USD - Dólar Neozelandês Dólar Americano","NZD/USD - Dólar Neozelandês Dólar Americano","FX","0,5781","-","-","--","--","0,5807","0,5807","0,5812","0,5780","-0,0026","-0,45%","-","--","08:30:28","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","-0,45%","-1,60%","-3,60%","0,38%","0,71%","-6,67%"
"iShares Silver Trust","SLV","NYSE","65,21","-","-","61,40","-5,84%","66,04","65,21","66,40","64,48","+2,26","+3,59%","38.165.922","--","25/03","35.900.000.000","","107.415.827","40,90","1,86","0,421","-","-","Compra Forte","Neutro","Neutro","Neutro","Venda Forte","Venda Forte","Neutro","Compra Forte","3,59%","-0,72%","-23,27%","1,23%","108,21%","207,30%"
"iShares 1-3 Year Treasury Bond ETF","SHY.O","NASDAQ","82,40","-","-","82,34","--","82,40","82,40","82,43","82,37","+0,09","+0,11%","5.556.036","--","25/03","24.750.000.000","947.100.000","4.993.053","3,31","25,00","0,049","2,9858","3,6%","Neutro","Neutro","Compra","Neutro","Venda Forte","Venda Forte","Venda Forte","Neutro","0,11%","-0,11%","-0,94%","-0,51%","-0,15%","0,28%"
"iShares 7-10 Year Treasury Bond ETF","IEF.O","NASDAQ","95,36","-","-","94,95","--","95,29","95,36","95,40","95,14","+0,50","+0,53%","15.939.217","--","25/03","48.520.000.000","1.180.000.000","10.537.847","3,97","24,35","0,271","3,4613","3,58%","Compra Forte","Compra Forte","Compra Forte","Compra","Venda Forte","Venda Forte","Venda Forte","Neutro","0,53%","-0,40%","-2,68%","-0,83%","1,09%","-3,34%"
"SPDR® Gold Shares","GLD","NYSE","416,29","-","-","408,07","-1,97%","419,71","416,29","420,66","412,25","+12,16","+3,01%","15.713.158","--","25/03","157.690.000.000","","19.161.996","154,31","3,03","0,135","-","-","Compra Forte","Venda","Neutro","Neutro","Venda Forte","Venda Forte","Neutro","Compra Forte","3,01%","-2,37%","-13,95%","5,04%","47,64%","128,79%"
"AUD/USD - Dólar Australiano Dólar Americano","AUD/USD - Dólar Australiano Dólar Americano","FX","0,6927","-","-","--","--","0,6950","0,6950","0,6957","0,6925","-0,0023","-0,33%","-","--","08:30:42","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Compra Forte","Compra Forte","-0,35%","-2,27%","-2,67%","3,78%","9,88%","4,17%"
"State Street® SPDR® Dow Jones Industrial Average® ETF Trust","DIA","NYSE","464,14","-","-","460,59","--","465,73","464,14","467,24","461,80","+2,97","+0,64%","7.019.656","--","25/03","41.790.000.000","655.420.000","6.877.105","64,02","7,55","0,889","11,9244","2,57%","Neutro","Neutro","Neutro","Compra","Venda","Venda Forte","Venda","Compra Forte","0,64%","0,67%","-5,21%","-3,42%","9,74%","43,12%"
"iShares 20+ Year Treasury Bond ETF","TLT.O","NASDAQ","86,84","-","-","86,15","--","86,75","86,84","86,88","86,48","+0,83","+0,97%","37.861.005","--","25/03","42.780.000.000","2.330.000.000","41.600.116","-6,06","-14,45","0,561","3,8478","4,36%","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda Forte","Venda Forte","Venda Forte","0,97%","-0,74%","-4,38%","-0,37%","-2,33%","-16,77%"
"Invesco QQQ Trust","QQQ.O","NASDAQ","587,82","-","-","582,22","--","589,14","587,82","591,37","585,69","+3,84","+0,66%","60.475.491","--","25/03","379.380.000.000","2.430.000.000","62.674.371","112,06","5,61","1,17","2,9313","0,5%","Compra","Venda Forte","Neutro","Neutro","Venda Forte","Venda Forte","Venda","Compra Forte","0,66%","-0,88%","-3,21%","-4,31%","22,05%","90,48%"
"Itália a 10 anos","IT10YT=RR","BIT","3,961","3.961","3.950","--","--","3,873","3,835","3,966","3,863","+0,126","+3,29%","-","--","","-","","-","-","-","-","-","-","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","3,02%","4,23%","20,51%","12,51%","1,91%","-2,78%"
"Reino Unido a 10 anos","GB10YT=RR","LON","4,9310","4,9910","4,9800","--","--","4,8990","4,8390","4,9350","4,8910","+0,0920","+1,90%","-","--","08:30:39","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","1,90%","1,34%","14,54%","10,21%","2,99%","46,54%"
"Alemanha a 10 anos","DE10YT=RR","ETR","3,0349","3,0350","3,0340","--","--","2,9592","2,9540","3,0349","2,9583","+0,0809","+2,74%","-","--","08:30:48","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","2,73%","2,78%","14,39%","6,02%","9,41%","36,26%"
"iShares China Large-Cap ETF","FXI","NYSE","36,00","-","-","35,03","-2,69%","35,94","36,00","36,10","35,78","+0,66","+1,87%","35.923.925","--","25/03","5.960.000.000","172.660.000","35.250.271","8,87","4,32","0,275","0,9248","2,57%","Neutro","Neutro","Compra","Compra Forte","Venda","Venda Forte","Venda Forte","Neutro","1,87%","-0,53%","-3,43%","-5,98%","-1,85%","27,48%"
"State Street® Consumer Discretionary Select Sector SPDR® ETF","XLY","NYSE","110,73","-","-","109,63","--","111,16","110,73","111,91","110,10","+1,05","+0,96%","9.412.957","--","25/03","22.140.000.000","207.830.000","11.201.177","19,80","5,96","1,24","0,8625","0,78%","Neutro","Neutro","Neutro","Compra","Neutro","Venda Forte","Venda Forte","Compra","0,96%","0,94%","-5,25%","-7,27%","8,90%","56,10%"
"State Street® Health Care Select Sector SPDR® ETF","XLV","NYSE","146,24","-","-","146,23","--","145,69","146,24","146,69","145,35","+1,45","+1,00%","17.743.263","--","25/03","38.680.000.000","658.690.000","14.247.610","-14,22","-10,55","0,616","2,3787","1,63%","Compra Forte","Neutro","Compra Forte","Neutro","Venda Forte","Venda Forte","Venda Forte","Compra Forte","1,00%","-0,25%","-8,71%","-5,53%","0,88%","14,41%"
"State Street® Energy Select Sector SPDR® ETF","XLE","NYSE","60,57","-","-","60,85","--","60,32","60,57","61,00","60,26","-0,27","-0,44%","42.680.736","--","25/03","42.070.000.000","1.010.000.000","56.355.253","2,05","22,33","0,608","1,5407","2,54%","Venda Forte","Venda Forte","Venda","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","-0,44%","2,04%","8,32%","35,47%","30,44%","52,28%"
"State Street® Financial Select Sector SPDR® ETF","XLF","NYSE","49,34","-","-","49,00","--","49,59","49,34","49,95","48,99","+0,06","+0,12%","40.438.797","--","25/03","48.780.000.000","767.140.000","53.747.373","8,63","6,37","0,952","1,006","2,04%","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Venda Forte","Venda Forte","Neutro","0,12%","0,71%","-4,06%","-9,91%","-1,67%","57,03%"
"State Street® Technology Select Sector SPDR® ETF","XLK","NYSE","136,76","-","-","135,23","-1,12%","137,29","136,76","138,00","136,28","+0,61","+0,45%","13.872.406","--","25/03","86.310.000.000","544.210.000","19.259.963","28,39","5,21","1,24","0,67","0,49%","Neutro","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Compra Forte","0,45%","-1,21%","-1,44%","-5,01%","29,32%","88,86%"
"CBOE Gold Volatitity",".GVZ","CBOE","38,65","-","-","--","--","39,21","16,45","40,16","37,86","-3,25","-7,76%","-","--","","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra Forte","-7,76%","24,48%","16,31%","61,58%","140,36%","101,51%"
"CBOE Crude Oil Volatility",".OVX","CBOE","90,16","-","-","--","--","90,96","28,70","90,96","87,70","+0,82","+0,92%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Neutro","Compra Forte","Compra Forte","0,92%","-2,72%","39,39%","198,84%","216,46%","98,55%"
"HSI Quanto HKDKRW Adjusted",".HSIQHK","HK","2.064,50","-","-","--","--","2.064,50","2.104,45","2.064,50","2.064,50","-39,95","-1,90%","-","--","04:59:59","-","","1","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Compra Forte","-1,90%","-2,55%","-6,82%","-3,30%","4,70%","24,31%"
"State Street® SPDR® Bloomberg High Yield Bond ETF","JNK","NYSE","95,55","-","-","95,55","--","95,57","95,55","95,75","95,47","+0,32","+0,34%","6.863.055","--","25/03","6.920.000.000","534.810.000","5.558.132","7,45","11,39","0,44","6,2949","6,59%","Venda","Venda Forte","Neutro","Neutro","Neutro","Venda Forte","Venda Forte","Neutro","0,34%","-0,25%","-1,75%","-1,71%","0,17%","6,05%"
"Invesco EURO STOXX 50 UCITS ETF","SX5E.S","SIX","142,40","142,80","142,94","--","--","142,78","144,76","142,78","142,40","-2,36","-1,63%","1.787","--","06:37:48","58.240.000","","1.282","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Compra Forte","-1,63%","-0,92%","-9,47%","-4,13%","6,36%","45,05%"
"Futuros de Cupom de DI x IPCA","DAPc7","BM&F Bovespa","93.345,21","8,90","9,00","--","--","9,00","93.345,21","93.345,21","8,97","+48,37","+0,05%","322","--","25/03","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Neutro","Compra","0,05%","0,27%","0,68%","-0,81%","0,17%","1.684.831,60%"
"Futuros de Cupom de DI x IPCA","DAPc6","BM&F Bovespa","95.895,94","9,75","9,88","--","--","95.895,94","95.895,94","95.895,94","95.895,94","+27,50","+0,03%","-","--","25/03","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Neutro","Neutro","0,03%","0,20%","0,16%","-0,36%","-0,21%","1.727.754,72%"
"Futuros de Cupom de DI x IPCA","DAPc5","BM&F Bovespa","96.601,52","9,20","9,20","--","--","9,14","96.601,52","96.601,52","9,12","+12,67","+0,01%","16.548","--","25/03","-","","-","-","-","-","-","-","Venda","Venda","Neutro","Venda","Venda Forte","Venda Forte","Venda Forte","Venda Forte","0,01%","0,19%","-0,17%","-0,38%","-0,21%","1.591.358,27%"
"Investo Teva Tesouro IPCA+ 0 A 4 Anos ETF Fundo de Índice - Resp Limitada","NTNS11=SA","BVMF","63,75","63,57","63,75","--","--","63,70","63,75","63,75","63,70","+0,12","+0,19%","16.305","--","25/03","1.590.000","","18.719","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,19%","0,35%","0,69%","3,17%","11,63%","-"
"THREE-MONTH Sofr Futures","SRAc1","CME","96,325","96,323","96,325","--","--","96,325","96,325","96,325","96,320","0,000","0,00%","-","--","23/03","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,00%","0,01%","0,01%","0,26%","0,71%","0,98%"
"USDKRW Futures",".FUSDKRW","KS","1.682,28","-","-","--","--","1.678,48","1.673,68","1.685,07","1.677,36","+8,60","+0,51%","-","--","03:29:59","-","","1","-","-","-","-","-","Compra","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,51%","0,35%","4,89%","4,83%","4,86%","22,66%"
"Futuro de Real Brasileiro","BRc1","CME","0,1909","-","-","--","--","0,1911","0,1915","0,1911","0,1906","-0,0006","-0,31%","9.194","--","08:19:57","-","","-","-","-","-","-","-","Venda Forte","Neutro","Venda Forte","Venda","Compra","Compra Forte","Compra Forte","Compra Forte","-0,29%","0,26%","-1,69%","5,59%","9,90%","-0,39%"
"MSCI EM FX Hedge",".MIEF00000FUS","GLOBAL","993,53","-","-","--","--","992,39","991,61","993,57","992,15","+1,92","+0,19%","-","--","08:29:38","-","","1","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,19%","0,25%","2,41%","1,91%","0,74%","4,93%"
"CBOE SKEW",".SKEWX","CBOE","140,88","-","-","--","--","140,88","140,88","140,88","140,88","-1,75","-1,23%","-","--","","-","","1","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","-1,23%","1,89%","-3,95%","-5,26%","0,02%","11,81%"
"CBOE Vix Volatility",".VVIX","CBOE","119,37","-","-","--","--","120,63","119,37","122,23","119,04","-4,77","-3,84%","-","--","25/03","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Compra Forte","Compra Forte","-3,84%","1,08%","7,65%","28,81%","33,36%","25,56%"
"S&P 500 9-Day Volatility",".VIX9D","CBOE","25,26","-","-","--","--","26,60","25,26","28,18","25,24","-2,95","-10,46%","-","--","","-","","1","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Neutro","Compra Forte","Compra Forte","-10,46%","4,86%","35,88%","110,50%","26,11%","30,81%"
"Shanghai Shenzhen CSI 300",".CSI300","SS","4.477,53","-","-","--","--","4.525,33","4.537,47","4.541,05","4.468,96","-59,93","-1,32%","213.737","--","03:59:59","-","","381.939.571","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Compra Forte","-1,32%","-2,31%","-4,95%","-3,29%","13,86%","11,59%"
"USD/INR - Dólar Americano Rúpia Indiana","USD/INR - Dólar Americano Rúpia Indiana","FX","94,183","94,175","94,190","--","--","93,790","93,886","94,183","93,800","+0,297","+0,32%","-","--","08:29:31","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,32%","1,37%","3,41%","4,80%","9,98%","14,61%"
"USD/TRY - Dólar Americano Nova Lira Turca","USD/TRY - Dólar Americano Nova Lira Turca","FX","44,3667","44,3639","44,3695","--","--","44,3380","44,3266","44,3716","44,3235","+0,0401","+0,09%","-","--","08:30:33","-","","-","-","-","-","-","-","Neutro","Compra","Neutro","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,09%","0,17%","1,01%","3,28%","17,03%","132,41%"
"USD/KRW - Dólar Americano Won Sul-Coreano","USD/KRW - Dólar Americano Won Sul-Coreano","FX","1.505,92","1.505,73","1.506,10","--","--","1.504,91","1.504,61","1.509,07","1.501,70","+1,31","+0,09%","-","--","08:30:23","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,09%","1,09%","4,59%","4,53%","2,82%","16,02%"
"USD/ZAR - Dólar Americano Rand Sul-Africano","USD/ZAR - Dólar Americano Rand Sul-Africano","FX","17,0510","17,0422","17,0597","--","--","16,9045","16,9483","17,0701","16,9134","+0,1027","+0,61%","-","--","08:30:40","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Neutro","0,62%","1,82%","7,01%","2,93%","-6,40%","-6,86%"
"iShares J.P. Morgan USD Emerging Markets Bond ETF","EMB.O","NASDAQ","94,43","-","-","93,88","--","94,30","94,43","94,55","94,15","+0,85","+0,91%","14.139.303","--","25/03","14.640.000.000","","10.590.427","-","-","-","4,8356","5,12%","Neutro","Neutro","Compra Forte","Compra Forte","Neutro","Venda Forte","Venda Forte","Neutro","0,91%","-0,21%","-3,38%","-1,92%","4,59%","11,05%"
"Russell 2000 Futuros","RTYM26","CME","2.525,40","2,525.20","2,525.50","--","--","2.543,10","2.551,80","2.545,10","2.519,00","-26,40","-1,03%","20,221","--","","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Venda","Venda","Compra Forte","-1,01%","0,55%","-4,13%","1,12%","21,40%","42,92%"
"iShares Russell 2000 ETF","IWM","NYSE","251,82","-","-","248.85","-1.18%","251,74","251,82","253,07","249,52","+3,04","+1,22%","45,671,741","--","","74.010.000.000","865.360.000","43.240.131","18,01","13,73","1,11","1.7681","0.7%","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Compra","Neutro","Compra Forte","1,22%","1,69%","-3,67%","2,30%","23,07%","44,97%"
"VanEck J.P. Morgan EM Local Currency Bond ETF","EMLC.K","NYSE","25,16","-","-","25,09","--","25,15","25,16","25,24","25,09","+0,11","+0,44%","7.078.268","--","25/03","4.830.000.000","","5.001.674","-","-","-","1,4448","5,74%","Venda Forte","Venda Forte","Neutro","Neutro","Venda","Venda Forte","Venda Forte","Venda Forte","0,44%","-0,55%","-5,38%","-2,56%","5,54%","1,17%"
"Algodão NY nº2 Futuros","CT","ICE","67,99","67,84","68,14","--","--","68,17","68,18","68,27","67,88","-0,19","-0,28%","5.547","--","08:31:02","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Neutro","Compra Forte","Compra Forte","Compra Forte","Neutro","-0,28%","0,47%","3,63%","5,79%","1,37%","-14,50%"
"Açúcar NY nº11 Futuros","SB","ICE","15,64","15,58","15,70","--","--","15,70","15,55","15,71","15,58","+0,09","+0,58%","13.028","--","08:30:00","-","","-","-","-","-","-","-","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Venda Forte","0,58%","1,76%","9,37%","4,20%","-18,07%","-25,27%"
"Milho Chicago Futuros","CCMc1","BM&F Bovespa","72,05","72,22","72,30","--","--","72,04","72,04","72,10","71,70","+0,01","+0,01%","4.685","--","25/03","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Compra Forte","Compra Forte","Neutro","0,01%","0,25%","-0,12%","2,56%","-7,00%","-14,14%"
"Milho Chicago Futuros","CCMc3","BM&F Bovespa","71,50","71,38","71,67","--","--","71,50","71,47","71,60","70,98","-0,01","-0,01%","2.937","--","25/03","-","","-","-","-","-","-","-","Venda Forte","Neutro","Neutro","Venda","Compra","Compra Forte","Compra Forte","Compra Forte","-0,01%","0,41%","3,41%","-3,04%","-0,22%","-13,95%"
"Milho Chicago Futuros","CCMc2","BM&F Bovespa","71,25","71,20","71,30","--","--","71,14","71,23","71,37","70,79","+0,14","+0,20%","1.285","--","25/03","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda Forte","Venda","Neutro","0,20%","0,93%","-0,64%","-4,25%","-1,51%","-14,75%"
