"Nome","Códigos","Bolsa","Último","Compra","Venda","Negociação Estendida","Negociação Estendida (%)","Abertura","Prévio","Máxima","Mínima","Variação","Var%","Vol.","Próximos Balanços","Hora","Valor de Mercado","Receita","Volume Médio (3m)","LPA","Relação P/L","Beta","Dividendo","Rendimento","5 minutos","15 minutos","30 minutos","Hora","5 horas","Diário","Semanal","Mensal","Diário","1 Semana","1 Mês","YTD","1 ano","3 anos"
"Futuros de Cupom de DI x IPCA","DAPc4","BM&F Bovespa","97.406,72","8,43","8,88","--","--","97.406,72","97.406,72","97.406,72","97.406,72","+0,00","+0,00%","-","--","25/03","-","","-","-","-","-","-","-","Neutro","Neutro","Neutro","Neutro","Neutro","Venda Forte","Neutro","Neutro","0,00%","0,18%","-0,26%","-0,22%","-0,26%","1.458.084,47%"
"Futuros de Cupom de DI x IPCA","DAPc3","BM&F Bovespa","98.442,21","7,58","8,03","--","--","98.442,21","98.442,21","98.442,21","98.442,21","+0,00","+0,00%","-","--","25/03","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Compra","Compra","0,00%","0,17%","0,03%","0,02%","0,04%","1.648.848,30%"
"Futuros de Cupom de DI x IPCA","DAPc2","BM&F Bovespa","99.094,92","7,53","8,28","--","--","99.094,92","99.094,92","99.094,92","99.094,92","+0,00","+0,00%","-","--","25/03","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra","Compra","Compra Forte","Compra","Compra","0,00%","0,16%","0,12%","0,29%","0,04%","1.744.528,93%"
"Futuros de Cupom de DI x IPCA","DAPc1","BM&F Bovespa","2,40","5,23","2,40","--","--","2,40","99.553,21","2,40","2,40","-2,61","-52,10%","101","--","10:40:20","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","-52,10%","-100,00%","-100,00%","-100,00%","-100,00%","-56,36%"
"Centrais Eletricas Brasileiras SA   Eletrobras DRC","AXIA.K","NYSE","11,215","-","-","--","--","11,115","11,200","11,245","11,045","+0,015","+0,13%","239.951","05.05.2026","11:30:42","32.170.000.000","41.280.000.000","2.162.589","2,2963","27,44","0,31","3,02","27,07%","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,22%","1,22%","-7,08%","22,54%","87,64%","122,23%"
"Ambev SA ADR","ABEV.K","NYSE","2,860","-","-","--","--","2,840","2,850","2,870","2,830","+0,010","+0,35%","1.822.864","05.05.2026","11:30:27","44.670.000.000","88.240.000.000","24.332.215","0,9885","15,18","0,28","0,1919","6,73%","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Compra","Compra Forte","0,35%","2,14%","-9,49%","15,79%","23,81%","7,52%"
"USD/SEK - Dólar Americano Coroa Sueca","USD/SEK - Dólar Americano Coroa Sueca","FX","9,3871","9,3841","9,3901","--","--","9,3385","9,3444","9,4089","9,3370","+0,0427","+0,46%","-","--","11:31:05","-","","-","-","-","-","-","-","Neutro","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Venda Forte","0,53%","1,13%","4,03%","1,99%","-6,02%","-9,45%"
"Seek Ltd","SEK.AX","ASX","13,85","13,75","13,85","--","--","14,25","14,27","14,25","13,63","-0,42","-2,94%","2.199.477","--","02:04:59","4.930.000.000","1.210.000.000","1.771.949","-0,2224","-61,56","1,01","0,49","3,43%","Compra Forte","Compra","Venda","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","-2,94%","-1,63%","-16,36%","-40,10%","-40,07%","-40,35%"
"USD/CHF - Dólar Americano Franco Suíço","USD/CHF - Dólar Americano Franco Suíço","FX","0,7928","-","-","--","--","0,7917","0,7917","0,7937","0,7913","+0,0011","+0,14%","-","--","11:30:54","-","","-","-","-","-","-","-","Venda Forte","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda Forte","0,11%","0,56%","3,08%","-0,01%","-10,06%","-13,44%"
"USD/RUB - Dólar Americano Rublo Russo","USD/RUB - Dólar Americano Rublo Russo","FX","81,5041","81.3791","81.6291","--","--","81,5000","80,9955","82,8100","80,5000","+0,5086","+0,63%","-","--","","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Compra","Compra Forte","Neutro","0,63%","-5,39%","5,44%","3,50%","-3,54%","6,51%"
"Minério de ferro refinado 62% Fe CFR Futuros","TIOc2","CME","106,41","-","-","--","--","106,41","106,41","106,41","106,41","0,00","0,00%","-","--","25/03","-","","-","-","-","-","-","-","Venda","Venda","Venda","Venda","Neutro","Compra Forte","Compra Forte","Compra Forte","0,00%","-1,33%","7,82%","0,40%","2,29%","-11,59%"
"Minério de ferro refinado 62% Fe CFR Futuros","TIOc1","CME","106,02","-","-","--","--","106,02","106,02","106,02","106,02","0,00","0,00%","-","--","25/03","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Compra Forte","Compra Forte","Compra","0,00%","0,36%","7,03%","-1,04%","3,58%","-15,86%"
"SGX MB Iron Ore 58% Futures","SM58Fc1","SGX","93,00","-","-","--","--","93,00","93,32","93,00","93,00","-0,32","-0,34%","-","--","24/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra Forte","-0,34%","-0,56%","6,74%","-2,46%","3,48%","-20,46%"
"S&P/BMV IPC Futuros","IPCc1","MexDer","68.089,0","45.685,0","45.745,0","--","--","66.240,0","65.701,0","68.150,0","66.175,0","+0,0","+0,00%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra","Compra Forte","0,00%","4,75%","-5,19%","4,50%","26,94%","27,35%"
"South Africa Top 40",".JTOPI","JO","105.028,68","72.372,00","72.399,00","--","--","106.441,78","106.441,78","106.441,78","103.388,00","-1.413,10","-1,33%","-","--","11:16:00","-","","153.917.264","-","-","-","-","-","Compra Forte","Compra Forte","Neutro","Venda","Venda","Venda Forte","Neutro","Compra Forte","-1,47%","2,08%","-12,82%","-2,87%","27,07%","50,29%"
"iShares MSCI South Africa ETF","EZA","NYSE","65,31","-","-","--","--","64,42","66,17","65,31","64,25","-0,86","-1,30%","41.298","--","11:23:07","780.810.000","10.160.000","404.378","13,73","4,84","0,771","4,2372","6,4%","Venda Forte","Venda Forte","Venda Forte","Neutro","Venda Forte","Venda Forte","Venda","Compra Forte","-1,68%","0,20%","-20,27%","-5,44%","34,95%","59,42%"
"XP Inc","XP.O","NASDAQ","19,29","-","-","--","--","19,31","19,69","19,50","19,17","-0,41","-2,06%","899.840","05.05.2026","11:30:32","9.970.000.000","17.770.000.000","6.613.724","9,7191","10,55","1,26","0,18","0,92%","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Neutro","Compra Forte","Neutro","-2,06%","1,96%","-10,40%","17,84%","31,49%","71,93%"
"iShares MSCI South Korea ETF","EWY","NYSE","124,29","-","-","--","--","124,53","127,74","125,28","123,57","-3,46","-2,70%","6.113.726","--","11:30:50","16.800.000.000","76.080.000","18.860.889","4,31","21,39","1,21","2,0371","1,59%","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Compra","Compra Forte","-2,75%","-7,85%","-17,93%","27,78%","119,92%","108,83%"
"iShares MSCI Taiwan ETF","EWT","NYSE","71,47","-","-","--","--","71,38","72,39","71,70","71,09","-0,92","-1,26%","1.222.176","--","11:31:03","7.660.000.000","163.350.000","6.139.053","5,95","10,84","1,02","2,8162","3,89%","Venda Forte","Venda Forte","Venda Forte","Neutro","Venda","Compra","Compra Forte","Compra Forte","-1,26%","-0,91%","-5,54%","12,51%","45,28%","58,18%"
"Vanguard FTSE Emerging Markets Index Fund ETF Shares","VWO","NYSE","53,64","-","-","--","--","53,35","54,34","53,71","53,33","-0,70","-1,29%","2.649.460","--","11:30:40","140.590.000.000","3.280.000.000","13.215.471","9,25","6,06","0,562","4,13","7,6%","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Compra Forte","-1,28%","-0,67%","-7,66%","-0,20%","16,40%","35,75%"
"Vanguard Real Estate Index Fund ETF Shares","VNQ","NYSE","88,33","-","-","--","--","87,60","87,84","88,50","87,30","+0,49","+0,55%","1.505.564","--","11:30:35","62.750.000.000","1.890.000.000","4.228.262","7,10","12,71","1,04","3,7828","4,31%","Compra Forte","Compra Forte","Compra","Neutro","Venda Forte","Venda Forte","Venda Forte","Neutro","0,52%","-3,59%","-7,72%","-0,21%","-1,70%","12,20%"
"Canadá a 10 anos","CA10YT=RR","TSX","3,511","3,542","3,537","--","--","3,541","3,486","3,558","3,501","+0,025","+0,72%","-","--","11:30:31","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Neutro","Neutro","Neutro","Compra Forte","Compra Forte","Compra Forte","0,72%","2,12%","12,24%","2,21%","13,46%","21,36%"
"State Street® Consumer Staples Select Sector SPDR® ETF","XLP","NYSE","81,96","-","-","--","--","81,49","81,51","82,05","81,24","+0,45","+0,55%","2.388.944","--","11:30:34","15.530.000.000","435.890.000","21.105.028","-2,85","-27,36","0,514","1,8196","2,23%","Compra Forte","Compra Forte","Compra Forte","Compra","Venda Forte","Venda Forte","Neutro","Compra Forte","0,52%","-0,05%","-8,98%","5,47%","1,39%","11,68%"
"State Street® Utilities Select Sector SPDR® ETF","XLU","NYSE","45,35","-","-","--","--","45,16","45,25","45,48","45,02","+0,10","+0,22%","5.187.912","--","11:30:46","23.980.000.000","540.040.000","27.250.921","4,17","10,25","0,676","1,2398","2,74%","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda","Venda","Compra Forte","Compra Forte","0,21%","-2,56%","-4,99%","6,23%","17,17%","37,90%"
"State Street Real Estate Select Sector SPDR ETF","XLRE.K","NYSE","40,51","-","-","--","--","40,17","40,27","40,60","40,03","+0,24","+0,60%","2.567.884","--","11:30:52","7.110.000.000","","9.686.595","-","-","-","1,0842","2,69%","Compra Forte","Compra Forte","Compra","Neutro","Venda Forte","Venda Forte","Venda Forte","Compra","0,56%","-3,41%","-7,64%","0,35%","-2,27%","14,41%"
"State Street® Communication Services Select Sector SPDR® ETF","XLC","NYSE","110,38","-","-","--","--","110,49","111,44","110,88","110,08","-1,06","-0,95%","1.446.305","--","11:30:58","24.020.000.000","","7.665.149","-","-","-","1,4282","1,28%","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Compra Forte","-0,90%","-2,39%","-6,45%","-6,18%","11,95%","96,06%"
"State Street® Industrial Select Sector SPDR® ETF","XLI","NYSE","164,28","-","-","--","--","163,59","165,10","164,60","163,39","-0,82","-0,50%","3.237.843","--","11:31:00","25.590.000.000","343.490.000","13.013.898","18,95","8,09","1,05","1,8128","1,1%","Venda Forte","Venda Forte","Venda Forte","Venda","Venda Forte","Venda Forte","Neutro","Compra Forte","-0,57%","0,06%","-7,33%","5,83%","23,53%","67,99%"
"State Street® Materials Select Sector SPDR® ETF","XLB","NYSE","49,66","-","-","--","--","49,03","49,41","49,73","48,97","+0,25","+0,51%","3.348.351","--","11:30:50","6.490.000.000","111.050.000","17.423.726","-3,50","-12,41","1,02","0,8331","1,69%","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Compra Forte","0,41%","3,94%","-7,10%","9,42%","14,54%","28,25%"
"Austrália a 10 anos","AU10YT=RR","ASX","5,031","5,094","5,086","--","--","5,043","5,005","5,046","5,026","+0,026","+0,52%","-","--","11:29:46","-","","-","-","-","-","-","-","Venda Forte","Venda","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,52%","0,96%","8,10%","5,69%","11,38%","58,31%"
"NZD/USD - Dólar Neozelandês Dólar Americano","NZD/USD - Dólar Neozelandês Dólar Americano","FX","0,5791","-","-","--","--","0,5807","0,5807","0,5812","0,5771","-0,0016","-0,28%","-","--","11:31:01","-","","-","-","-","-","-","-","Compra Forte","Neutro","Neutro","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","-0,31%","-1,46%","-3,47%","0,52%","0,85%","-6,54%"
"iShares Silver Trust","SLV","NYSE","62,83","-","-","--","--","62,04","65,21","62,97","61,75","-2,38","-3,66%","16.998.772","--","11:30:50","35.900.000.000","","107.415.827","40,90","1,86","0,421","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Compra Forte","-3,61%","-4,29%","-26,04%","-2,42%","100,70%","196,23%"
"iShares 1-3 Year Treasury Bond ETF","SHY.O","NASDAQ","82,35","-","-","--","--","82,33","82,40","82,36","82,33","-0,05","-0,06%","993.678","--","11:30:38","24.750.000.000","947.100.000","4.993.053","3,31","25,00","0,049","2,9858","3,6%","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","-0,06%","-0,17%","-1,00%","-0,57%","-0,21%","0,22%"
"iShares 7-10 Year Treasury Bond ETF","IEF.O","NASDAQ","95,05","-","-","--","--","95,01","95,36","95,13","94,99","-0,31","-0,33%","1.365.788","--","11:30:46","48.520.000.000","1.180.000.000","10.537.847","3,97","24,35","0,271","3,4613","3,58%","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","-0,33%","-0,72%","-3,00%","-1,15%","0,76%","-3,66%"
"SPDR® Gold Shares","GLD","NYSE","409,54","-","-","--","--","408,57","416,29","410,48","406,76","-6,75","-1,62%","3.979.573","--","11:30:50","157.690.000.000","","19.161.996","154,31","3,03","0,135","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Compra Forte","-1,54%","-3,88%","-15,27%","3,42%","45,36%","125,27%"
"AUD/USD - Dólar Australiano Dólar Americano","AUD/USD - Dólar Australiano Dólar Americano","FX","0,6926","-","-","--","--","0,6950","0,6950","0,6957","0,6901","-0,0024","-0,35%","-","--","11:31:01","-","","-","-","-","-","-","-","Compra Forte","Compra","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Compra Forte","Compra Forte","-0,36%","-2,29%","-2,68%","3,76%","9,87%","4,15%"
"State Street® SPDR® Dow Jones Industrial Average® ETF Trust","DIA","NYSE","464,64","-","-","--","--","461,77","464,14","465,16","461,38","+0,50","+0,11%","2.149.983","--","11:30:34","41.790.000.000","655.420.000","6.877.105","64,02","7,55","0,889","11,9244","2,57%","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Venda","Venda Forte","Venda","Compra Forte","0,10%","0,77%","-5,12%","-3,32%","9,85%","43,26%"
"iShares 20+ Year Treasury Bond ETF","TLT.O","NASDAQ","86,49","-","-","--","--","86,35","86,84","86,61","86,33","-0,35","-0,40%","5.631.052","--","11:30:29","42.780.000.000","2.330.000.000","41.600.116","-6,06","-14,45","0,561","3,8478","4,36%","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","-0,41%","-1,14%","-4,77%","-0,77%","-2,72%","-17,11%"
"Invesco QQQ Trust","QQQ.O","NASDAQ","583,26","-","-","--","--","582,62","587,82","584,61","580,46","-4,56","-0,78%","17.757.354","--","11:30:29","379.380.000.000","2.430.000.000","62.674.371","112,06","5,61","1,17","2,9313","0,5%","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Compra Forte","-0,70%","-1,57%","-3,89%","-4,99%","21,19%","89,14%"
"Itália a 10 anos","IT10YT=RR","BIT","3,962","3,962","3,951","--","--","3,873","3,835","3,997","3,863","+0,127","+3,31%","-","--","11:31:02","-","","-","-","-","-","-","-","Venda Forte","Neutro","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","3,05%","4,25%","20,54%","12,53%","1,93%","-2,76%"
"Reino Unido a 10 anos","GB10YT=RR","LON","4,9260","4,9860","4,9750","--","--","4,8990","4,8390","4,9630","4,8910","+0,0870","+1,80%","-","--","11:30:56","-","","-","-","-","-","-","-","Neutro","Neutro","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","1,74%","1,17%","14,36%","10,04%","2,82%","46,30%"
"Alemanha a 10 anos","DE10YT=RR","ETR","3,0369","3,0370","3,0360","--","--","2,9592","2,9540","3,0492","2,9583","+0,0829","+2,81%","-","--","11:30:55","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","2,77%","2,82%","14,44%","6,06%","9,45%","36,31%"
"iShares China Large-Cap ETF","FXI","NYSE","35,30","-","-","--","--","35,11","36,00","35,32","35,08","-0,71","-1,96%","6.754.718","--","11:30:43","5.960.000.000","172.660.000","35.250.271","8,87","4,32","0,275","0,9248","2,57%","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","-1,93%","-2,43%","-5,28%","-7,78%","-3,74%","25,04%"
"State Street® Consumer Discretionary Select Sector SPDR® ETF","XLY","NYSE","110,59","-","-","--","--","110,01","110,73","110,87","109,61","-0,14","-0,13%","1.613.234","--","11:30:42","22.140.000.000","207.830.000","11.201.177","19,80","5,96","1,24","0,8625","0,78%","Compra Forte","Compra","Neutro","Neutro","Venda","Venda Forte","Venda Forte","Compra","-0,05%","0,88%","-5,30%","-7,32%","8,84%","56,02%"
"State Street® Health Care Select Sector SPDR® ETF","XLV","NYSE","146,64","-","-","--","--","145,93","146,24","146,89","145,65","+0,40","+0,27%","3.195.018","--","11:30:52","38.680.000.000","658.690.000","14.247.610","-14,22","-10,55","0,616","2,3787","1,63%","Compra Forte","Compra Forte","Compra Forte","Compra","Venda","Venda Forte","Venda Forte","Compra Forte","0,25%","0,00%","-8,48%","-5,29%","1,13%","14,70%"
"State Street® Energy Select Sector SPDR® ETF","XLE","NYSE","61,05","-","-","--","--","60,83","60,57","61,12","60,59","+0,48","+0,78%","10.462.482","--","11:30:33","42.070.000.000","1.010.000.000","56.355.253","2,05","22,33","0,608","1,5407","2,54%","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,81%","2,86%","9,19%","36,57%","31,50%","53,51%"
"State Street® Financial Select Sector SPDR® ETF","XLF","NYSE","49,39","-","-","--","--","49,08","49,34","49,49","49,08","+0,05","+0,10%","11.475.275","--","11:30:23","48.780.000.000","767.140.000","53.747.373","8,63","6,37","0,952","1,006","2,04%","Compra Forte","Neutro","Compra Forte","Compra","Venda","Venda Forte","Venda Forte","Neutro","0,13%","0,86%","-3,93%","-9,79%","-1,53%","57,26%"
"State Street® Technology Select Sector SPDR® ETF","XLK","NYSE","135,22","-","-","--","--","135,09","136,76","135,51","134,69","-1,54","-1,13%","3.182.601","--","11:30:18","86.310.000.000","544.210.000","19.259.963","28,39","5,21","1,24","0,67","0,49%","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Compra Forte","-1,10%","-2,30%","-2,53%","-6,06%","27,89%","86,77%"
"CBOE Gold Volatitity",".GVZ","CBOE","38,65","-","-","--","--","39,21","16,45","40,16","37,86","0,00","0,00%","-","--","","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra Forte","0,00%","24,48%","16,31%","61,58%","140,36%","101,51%"
"CBOE Crude Oil Volatility",".OVX","CBOE","90,16","-","-","--","--","90,96","28,70","90,96","87,70","+0,00","+0,00%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Neutro","Compra Forte","Compra Forte","0,00%","-2,72%","39,39%","198,84%","216,46%","98,55%"
"HSI Quanto HKDKRW Adjusted",".HSIQHK","HK","2.064,50","-","-","--","--","2.064,50","2.104,45","2.064,50","2.064,50","-39,95","-1,90%","-","--","04:59:59","-","","1","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Compra Forte","-1,90%","-2,55%","-6,82%","-3,30%","4,70%","24,31%"
"State Street® SPDR® Bloomberg High Yield Bond ETF","JNK","NYSE","95,37","-","-","--","--","95,28","95,55","95,43","95,21","-0,19","-0,19%","2.370.218","--","11:30:47","6.920.000.000","534.810.000","5.558.132","7,45","11,39","0,44","6,2949","6,59%","Venda","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","-0,19%","-0,44%","-1,93%","-1,89%","-0,02%","5,85%"
"Invesco EURO STOXX 50 UCITS ETF","SX5E.S","SIX","142,68","143,42","143,54","--","--","142,78","144,76","142,78","142,40","-2,08","-1,44%","2.287","--","09:56:50","58.240.000","","1.282","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda","Venda Forte","Venda Forte","Venda","Compra Forte","-1,44%","-0,72%","-9,29%","-3,95%","6,57%","45,34%"
"Futuros de Cupom de DI x IPCA","DAPc7","BM&F Bovespa","93.345,21","8,95","9,05","--","--","9,00","93.345,21","93.345,21","8,97","0,00","0,00%","-","--","25/03","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Neutro","Compra","0,00%","0,27%","0,68%","-0,81%","0,17%","1.684.831,60%"
"Futuros de Cupom de DI x IPCA","DAPc6","BM&F Bovespa","95.895,94","9,75","9,88","--","--","95.895,94","95.895,94","95.895,94","95.895,94","+0,00","+0,00%","-","--","25/03","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Neutro","Neutro","0,00%","0,20%","0,16%","-0,36%","-0,21%","1.727.754,72%"
"Futuros de Cupom de DI x IPCA","DAPc5","BM&F Bovespa","8,83","8,85","8,90","--","--","8,86","96.601,52","8,87","8,83","-0,37","-4,02%","17.219","--","10:26:30","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","-4,02%","-99,99%","-99,99%","-99,99%","-99,99%","45,47%"
"Investo Teva Tesouro IPCA+ 0 A 4 Anos ETF Fundo de Índice - Resp Limitada","NTNS11=SA","BVMF","63,71","63,62","63,70","--","--","63,75","63,75","63,75","63,59","-0,04","-0,06%","330","--","11:08:05","1.590.000","","18.719","-","-","-","-","-","Venda Forte","Venda Forte","Venda","Venda","Compra Forte","Compra Forte","Compra Forte","Compra Forte","-0,08%","0,27%","0,62%","3,09%","11,54%","-"
"THREE-MONTH Sofr Futures","SRAc1","CME","96,325","96,325","96,328","--","--","96,325","96,325","96,325","96,325","0,000","0,00%","71","--","09:59:08","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,00%","0,01%","0,01%","0,26%","0,71%","0,98%"
"USDKRW Futures",".FUSDKRW","KS","1.682,28","-","-","--","--","1.678,48","1.673,68","1.685,07","1.677,36","+8,60","+0,51%","-","--","03:29:59","-","","1","-","-","-","-","-","Compra","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,51%","0,35%","4,89%","4,83%","4,86%","22,66%"
"Futuro de Real Brasileiro","BRc1","CME","0,1912","-","-","--","--","0,1911","0,1915","0,1914","0,1899","-0,0003","-0,13%","29.454","--","11:20:58","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","-0,16%","0,37%","-1,59%","5,70%","10,02%","-0,29%"
"MSCI EM FX Hedge",".MIEF00000FUS","GLOBAL","993,08","-","-","--","--","992,39","991,61","994,18","992,15","+1,47","+0,15%","-","--","11:30:38","-","","1","-","-","-","-","-","Venda Forte","Venda Forte","Neutro","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,15%","0,21%","2,37%","1,87%","0,69%","4,88%"
"CBOE SKEW",".SKEWX","CBOE","140,88","-","-","--","--","140,88","140,88","140,88","140,88","0,00","0,00%","-","--","25/03","-","","1","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","0,00%","1,89%","-3,95%","-5,26%","0,02%","11,81%"
"CBOE Vix Volatility",".VVIX","CBOE","120,77","-","-","--","--","121,62","119,37","123,39","120,77","+1,40","+1,17%","-","--","11:15:31","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra","Neutro","Neutro","Neutro","Compra Forte","Compra Forte","1,47%","2,57%","9,23%","30,71%","35,33%","27,41%"
"S&P 500 9-Day Volatility",".VIX9D","CBOE","26,73","-","-","--","--","27,77","25,26","28,21","26,73","+1,47","+5,82%","-","--","11:15:46","-","","1","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","7,32%","12,54%","45,83%","125,92%","35,35%","40,39%"
"Shanghai Shenzhen CSI 300",".CSI300","SS","4.477,53","-","-","--","--","4.525,33","4.537,47","4.541,05","4.468,96","-59,93","-1,32%","213.737","--","03:59:59","-","","381.939.571","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Compra Forte","-1,32%","-2,31%","-4,95%","-3,29%","13,86%","11,59%"
"USD/INR - Dólar Americano Rúpia Indiana","USD/INR - Dólar Americano Rúpia Indiana","FX","94,108","94.101","94.116","--","--","93,790","93,886","94,232","93,800","+0,222","+0,24%","-","--","","-","","-","-","-","-","-","-","Neutro","Venda","Neutro","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,22%","1,27%","3,31%","4,70%","9,87%","14,50%"
"USD/TRY - Dólar Americano Nova Lira Turca","USD/TRY - Dólar Americano Nova Lira Turca","FX","44,3619","44,3587","44,3651","--","--","44,3380","44,3266","44,3716","44,3235","+0,0353","+0,08%","-","--","11:31:02","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Neutro","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,08%","0,16%","0,99%","3,27%","17,01%","132,38%"
"USD/KRW - Dólar Americano Won Sul-Coreano","USD/KRW - Dólar Americano Won Sul-Coreano","FX","1.505,79","1.505,50","1.506,07","--","--","1.504,91","1.504,61","1.509,07","1.501,70","+1,18","+0,08%","-","--","11:30:43","-","","-","-","-","-","-","-","Compra Forte","Neutro","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","0,05%","1,05%","4,55%","4,49%","2,78%","15,98%"
"USD/ZAR - Dólar Americano Rand Sul-Africano","USD/ZAR - Dólar Americano Rand Sul-Africano","FX","17,0147","17,0059","17,0234","--","--","16,9045","16,9483","17,1141","16,9134","+0,0664","+0,39%","-","--","11:30:57","-","","-","-","-","-","-","-","Venda","Venda","Venda","Compra","Compra Forte","Compra Forte","Compra","Neutro","0,42%","1,62%","6,80%","2,73%","-6,58%","-7,04%"
"iShares J.P. Morgan USD Emerging Markets Bond ETF","EMB.O","NASDAQ","94,27","-","-","--","--","94,27","94,43","94,29","93,95","-0,17","-0,17%","3.223.615","--","11:30:32","14.640.000.000","","10.590.427","-","-","-","4,8356","5,12%","Neutro","Venda Forte","Neutro","Neutro","Venda","Venda Forte","Venda Forte","Neutro","-0,18%","-0,39%","-3,55%","-2,10%","4,40%","10,85%"
